//ID,Type,Name,Level,Hp
DF250000,COS_GUILD_CH_SOLDIER2_032,COS_GUILD_CH_SOLDIER2_032,32,13303
E0250000,COS_GUILD_CH_SOLDIER2_033,COS_GUILD_CH_SOLDIER2_033,33,13946
E1250000,COS_GUILD_CH_SOLDIER2_034,COS_GUILD_CH_SOLDIER2_034,34,14609
E2250000,COS_GUILD_CH_SOLDIER2_035,COS_GUILD_CH_SOLDIER2_035,35,15293
E3250000,COS_GUILD_CH_SOLDIER2_036,COS_GUILD_CH_SOLDIER2_036,36,15999
E4250000,COS_GUILD_CH_SOLDIER2_037,COS_GUILD_CH_SOLDIER2_037,37,16727
E5250000,COS_GUILD_CH_SOLDIER2_038,COS_GUILD_CH_SOLDIER2_038,38,17478
E6250000,COS_GUILD_CH_SOLDIER2_039,COS_GUILD_CH_SOLDIER2_039,39,18252
E7250000,COS_GUILD_CH_SOLDIER2_040,COS_GUILD_CH_SOLDIER2_040,40,19050
E8250000,COS_GUILD_CH_SOLDIER2_041,COS_GUILD_CH_SOLDIER2_041,41,19872
E9250000,COS_GUILD_CH_SOLDIER2_042,COS_GUILD_CH_SOLDIER2_042,42,20720
EA250000,COS_GUILD_CH_SOLDIER2_043,COS_GUILD_CH_SOLDIER2_043,43,21594
EB250000,COS_GUILD_CH_SOLDIER2_044,COS_GUILD_CH_SOLDIER2_044,44,22495
EC250000,COS_GUILD_CH_SOLDIER2_045,COS_GUILD_CH_SOLDIER2_045,45,23423
ED250000,COS_GUILD_CH_SOLDIER2_046,COS_GUILD_CH_SOLDIER2_046,46,24379
EE250000,COS_GUILD_CH_SOLDIER2_047,COS_GUILD_CH_SOLDIER2_047,47,25363
EF250000,COS_GUILD_CH_SOLDIER2_048,COS_GUILD_CH_SOLDIER2_048,48,26378
F0250000,COS_GUILD_CH_SOLDIER2_049,COS_GUILD_CH_SOLDIER2_049,49,27423
F1250000,COS_GUILD_CH_SOLDIER2_050,COS_GUILD_CH_SOLDIER2_050,50,28499
F2250000,COS_GUILD_CH_SOLDIER2_051,COS_GUILD_CH_SOLDIER2_051,51,29607
F3250000,COS_GUILD_CH_SOLDIER2_052,COS_GUILD_CH_SOLDIER2_052,52,30749
F4250000,COS_GUILD_CH_SOLDIER2_053,COS_GUILD_CH_SOLDIER2_053,53,31924
F5250000,COS_GUILD_CH_SOLDIER2_054,COS_GUILD_CH_SOLDIER2_054,54,33133
F6250000,COS_GUILD_CH_SOLDIER2_055,COS_GUILD_CH_SOLDIER2_055,55,34379
F7250000,COS_GUILD_CH_SOLDIER2_056,COS_GUILD_CH_SOLDIER2_056,56,35661
F8250000,COS_GUILD_CH_SOLDIER2_057,COS_GUILD_CH_SOLDIER2_057,57,36980
F9250000,COS_GUILD_CH_SOLDIER2_058,COS_GUILD_CH_SOLDIER2_058,58,38338
FA250000,COS_GUILD_CH_SOLDIER2_059,COS_GUILD_CH_SOLDIER2_059,59,39736
FB250000,COS_GUILD_CH_SOLDIER2_060,COS_GUILD_CH_SOLDIER2_060,60,41174
FC250000,COS_GUILD_CH_SOLDIER2_061,COS_GUILD_CH_SOLDIER2_061,61,42653
FD250000,COS_GUILD_CH_SOLDIER2_062,COS_GUILD_CH_SOLDIER2_062,62,44176
FE250000,COS_GUILD_CH_SOLDIER2_063,COS_GUILD_CH_SOLDIER2_063,63,45742
FF250000,COS_GUILD_CH_SOLDIER2_064,COS_GUILD_CH_SOLDIER2_064,64,47353
00260000,COS_GUILD_CH_SOLDIER2_065,COS_GUILD_CH_SOLDIER2_065,65,49011
01260000,COS_GUILD_CH_SOLDIER2_066,COS_GUILD_CH_SOLDIER2_066,66,50715
02260000,COS_GUILD_CH_SOLDIER2_067,COS_GUILD_CH_SOLDIER2_067,67,52469
03260000,COS_GUILD_CH_SOLDIER2_068,COS_GUILD_CH_SOLDIER2_068,68,54272
04260000,COS_GUILD_CH_SOLDIER2_069,COS_GUILD_CH_SOLDIER2_069,69,56126
05260000,COS_GUILD_CH_SOLDIER2_070,COS_GUILD_CH_SOLDIER2_070,70,58033
06260000,COS_GUILD_CH_SOLDIER2_071,COS_GUILD_CH_SOLDIER2_071,71,59993
07260000,COS_GUILD_CH_SOLDIER2_072,COS_GUILD_CH_SOLDIER2_072,72,62009
08260000,COS_GUILD_CH_SOLDIER2_073,COS_GUILD_CH_SOLDIER2_073,73,64082
09260000,COS_GUILD_CH_SOLDIER2_074,COS_GUILD_CH_SOLDIER2_074,74,66212
0A260000,COS_GUILD_CH_SOLDIER2_075,COS_GUILD_CH_SOLDIER2_075,75,68402
0B260000,COS_GUILD_CH_SOLDIER2_076,COS_GUILD_CH_SOLDIER2_076,76,70653
0C260000,COS_GUILD_CH_SOLDIER2_077,COS_GUILD_CH_SOLDIER2_077,77,72967
0D260000,COS_GUILD_CH_SOLDIER2_078,COS_GUILD_CH_SOLDIER2_078,78,75345
0E260000,COS_GUILD_CH_SOLDIER2_079,COS_GUILD_CH_SOLDIER2_079,79,77790
0F260000,COS_GUILD_CH_SOLDIER2_080,COS_GUILD_CH_SOLDIER2_080,80,80301
10260000,COS_GUILD_CH_SOLDIER2_081,COS_GUILD_CH_SOLDIER2_081,81,82882
11260000,COS_GUILD_CH_SOLDIER2_082,COS_GUILD_CH_SOLDIER2_082,82,85535
12260000,COS_GUILD_CH_SOLDIER2_083,COS_GUILD_CH_SOLDIER2_083,83,88260
13260000,COS_GUILD_CH_SOLDIER2_084,COS_GUILD_CH_SOLDIER2_084,84,91060
14260000,COS_GUILD_CH_SOLDIER2_085,COS_GUILD_CH_SOLDIER2_085,85,93937
15260000,COS_GUILD_CH_SOLDIER2_086,COS_GUILD_CH_SOLDIER2_086,86,96892
16260000,COS_GUILD_CH_SOLDIER2_087,COS_GUILD_CH_SOLDIER2_087,87,99928
17260000,COS_GUILD_CH_SOLDIER2_088,COS_GUILD_CH_SOLDIER2_088,88,103046
18260000,COS_GUILD_CH_SOLDIER2_089,COS_GUILD_CH_SOLDIER2_089,89,106250
19260000,COS_GUILD_CH_SOLDIER2_090,COS_GUILD_CH_SOLDIER2_090,90,109540
1A260000,COS_GUILD_CH_SOLDIER2_091,COS_GUILD_CH_SOLDIER2_091,91,112920
1B260000,COS_GUILD_CH_SOLDIER2_092,COS_GUILD_CH_SOLDIER2_092,92,116390
1C260000,COS_GUILD_CH_SOLDIER2_093,COS_GUILD_CH_SOLDIER2_093,93,119955
1D260000,COS_GUILD_CH_SOLDIER2_094,COS_GUILD_CH_SOLDIER2_094,94,123615
1E260000,COS_GUILD_CH_SOLDIER2_095,COS_GUILD_CH_SOLDIER2_095,95,127374
1F260000,COS_GUILD_CH_SOLDIER2_096,COS_GUILD_CH_SOLDIER2_096,96,131234
20260000,COS_GUILD_CH_SOLDIER2_097,COS_GUILD_CH_SOLDIER2_097,97,135197
21260000,COS_GUILD_CH_SOLDIER2_098,COS_GUILD_CH_SOLDIER2_098,98,139267
22260000,COS_GUILD_CH_SOLDIER2_099,COS_GUILD_CH_SOLDIER2_099,99,143445
23260000,COS_GUILD_CH_SOLDIER2_100,COS_GUILD_CH_SOLDIER2_100,100,147734
24260000,COS_GUILD_CH_SOLDIER2_101,COS_GUILD_CH_SOLDIER2_101,101,152138
25260000,COS_GUILD_CH_SOLDIER2_102,COS_GUILD_CH_SOLDIER2_102,102,156658
26260000,COS_GUILD_CH_SOLDIER2_103,COS_GUILD_CH_SOLDIER2_103,103,161299
27260000,COS_GUILD_CH_SOLDIER2_104,COS_GUILD_CH_SOLDIER2_104,104,166062
28260000,COS_GUILD_CH_SOLDIER2_105,COS_GUILD_CH_SOLDIER2_105,105,170952
29260000,COS_GUILD_CH_SOLDIER2_106,COS_GUILD_CH_SOLDIER2_106,106,175971
2A260000,COS_GUILD_CH_SOLDIER2_107,COS_GUILD_CH_SOLDIER2_107,107,181122
2B260000,COS_GUILD_CH_SOLDIER2_108,COS_GUILD_CH_SOLDIER2_108,108,186409
2C260000,COS_GUILD_CH_SOLDIER2_109,COS_GUILD_CH_SOLDIER2_109,109,191835
2D260000,COS_GUILD_CH_SOLDIER2_110,COS_GUILD_CH_SOLDIER2_110,110,197403
2E260000,COS_GUILD_CH_SOLDIER2_111,COS_GUILD_CH_SOLDIER2_111,111,203117
2F260000,COS_GUILD_CH_SOLDIER2_112,COS_GUILD_CH_SOLDIER2_112,112,208981
30260000,COS_GUILD_CH_SOLDIER2_113,COS_GUILD_CH_SOLDIER2_113,113,214998
31260000,COS_GUILD_CH_SOLDIER2_114,COS_GUILD_CH_SOLDIER2_114,114,221173
32260000,COS_GUILD_CH_SOLDIER2_115,COS_GUILD_CH_SOLDIER2_115,115,227508
33260000,COS_GUILD_CH_SOLDIER2_116,COS_GUILD_CH_SOLDIER2_116,116,234008
34260000,COS_GUILD_CH_SOLDIER2_117,COS_GUILD_CH_SOLDIER2_117,117,240677
35260000,COS_GUILD_CH_SOLDIER2_118,COS_GUILD_CH_SOLDIER2_118,118,247520
36260000,COS_GUILD_CH_SOLDIER2_119,COS_GUILD_CH_SOLDIER2_119,119,254540
37260000,COS_GUILD_CH_SOLDIER2_120,COS_GUILD_CH_SOLDIER2_120,120,261741
38260000,COS_GUILD_CH_SOLDIER2_121,COS_GUILD_CH_SOLDIER2_121,121,269129
39260000,COS_GUILD_CH_SOLDIER2_122,COS_GUILD_CH_SOLDIER2_122,122,276708
3A260000,COS_GUILD_CH_SOLDIER2_123,COS_GUILD_CH_SOLDIER2_123,123,284482
3B260000,COS_GUILD_CH_SOLDIER2_124,COS_GUILD_CH_SOLDIER2_124,124,292456
3C260000,COS_GUILD_CH_SOLDIER2_125,COS_GUILD_CH_SOLDIER2_125,125,300636
3D260000,COS_GUILD_CH_SOLDIER2_126,COS_GUILD_CH_SOLDIER2_126,126,309026
3E260000,COS_GUILD_CH_SOLDIER2_127,COS_GUILD_CH_SOLDIER2_127,127,317631
3F260000,COS_GUILD_CH_SOLDIER2_128,COS_GUILD_CH_SOLDIER2_128,128,326457
40260000,COS_GUILD_CH_SOLDIER2_129,COS_GUILD_CH_SOLDIER2_129,129,335509
41260000,COS_GUILD_CH_SOLDIER2_130,COS_GUILD_CH_SOLDIER2_130,130,344792
42260000,COS_GUILD_CH_SOLDIER2_131,COS_GUILD_CH_SOLDIER2_131,131,354312
43260000,COS_GUILD_CH_SOLDIER2_132,COS_GUILD_CH_SOLDIER2_132,132,364075
44260000,COS_GUILD_CH_SOLDIER2_133,COS_GUILD_CH_SOLDIER2_133,133,374088
45260000,COS_GUILD_CH_SOLDIER2_134,COS_GUILD_CH_SOLDIER2_134,134,384354
46260000,COS_GUILD_CH_SOLDIER2_135,COS_GUILD_CH_SOLDIER2_135,135,394882
47260000,COS_GUILD_CH_SOLDIER2_136,COS_GUILD_CH_SOLDIER2_136,136,405678
48260000,COS_GUILD_CH_SOLDIER2_137,COS_GUILD_CH_SOLDIER2_137,137,416747
49260000,COS_GUILD_CH_SOLDIER2_138,COS_GUILD_CH_SOLDIER2_138,138,428097
4A260000,COS_GUILD_CH_SOLDIER2_139,COS_GUILD_CH_SOLDIER2_139,139,439734
4B260000,COS_GUILD_CH_SOLDIER2_140,COS_GUILD_CH_SOLDIER2_140,140,451665
4C260000,COS_GUILD_CH_SOLDIER3_001,COS_GUILD_CH_SOLDIER3_001,1,833
4D260000,COS_GUILD_CH_SOLDIER3_002,COS_GUILD_CH_SOLDIER3_002,2,1020
4E260000,COS_GUILD_CH_SOLDIER3_003,COS_GUILD_CH_SOLDIER3_003,3,1214
4F260000,COS_GUILD_CH_SOLDIER3_004,COS_GUILD_CH_SOLDIER3_004,4,1415
50260000,COS_GUILD_CH_SOLDIER3_005,COS_GUILD_CH_SOLDIER3_005,5,1624
51260000,COS_GUILD_CH_SOLDIER3_006,COS_GUILD_CH_SOLDIER3_006,6,1840
52260000,COS_GUILD_CH_SOLDIER3_007,COS_GUILD_CH_SOLDIER3_007,7,2065
53260000,COS_GUILD_CH_SOLDIER3_008,COS_GUILD_CH_SOLDIER3_008,8,2297
54260000,COS_GUILD_CH_SOLDIER3_009,COS_GUILD_CH_SOLDIER3_009,9,2539
55260000,COS_GUILD_CH_SOLDIER3_010,COS_GUILD_CH_SOLDIER3_010,10,2789
56260000,COS_GUILD_CH_SOLDIER3_011,COS_GUILD_CH_SOLDIER3_011,11,3047
57260000,COS_GUILD_CH_SOLDIER3_012,COS_GUILD_CH_SOLDIER3_012,12,3316
58260000,COS_GUILD_CH_SOLDIER3_013,COS_GUILD_CH_SOLDIER3_013,13,3593
59260000,COS_GUILD_CH_SOLDIER3_014,COS_GUILD_CH_SOLDIER3_014,14,3881
5A260000,COS_GUILD_CH_SOLDIER3_015,COS_GUILD_CH_SOLDIER3_015,15,4178
5B260000,COS_GUILD_CH_SOLDIER3_016,COS_GUILD_CH_SOLDIER3_016,16,4486
5C260000,COS_GUILD_CH_SOLDIER3_017,COS_GUILD_CH_SOLDIER3_017,17,4805
5D260000,COS_GUILD_CH_SOLDIER3_018,COS_GUILD_CH_SOLDIER3_018,18,5134
5E260000,COS_GUILD_CH_SOLDIER3_019,COS_GUILD_CH_SOLDIER3_019,19,5475
5F260000,COS_GUILD_CH_SOLDIER3_020,COS_GUILD_CH_SOLDIER3_020,20,5827
60260000,COS_GUILD_CH_SOLDIER3_021,COS_GUILD_CH_SOLDIER3_021,21,6191
61260000,COS_GUILD_CH_SOLDIER3_022,COS_GUILD_CH_SOLDIER3_022,22,6568
62260000,COS_GUILD_CH_SOLDIER3_023,COS_GUILD_CH_SOLDIER3_023,23,6957
63260000,COS_GUILD_CH_SOLDIER3_024,COS_GUILD_CH_SOLDIER3_024,24,7359
64260000,COS_GUILD_CH_SOLDIER3_025,COS_GUILD_CH_SOLDIER3_025,25,7774
65260000,COS_GUILD_CH_SOLDIER3_026,COS_GUILD_CH_SOLDIER3_026,26,8203
66260000,COS_GUILD_CH_SOLDIER3_027,COS_GUILD_CH_SOLDIER3_027,27,8646
67260000,COS_GUILD_CH_SOLDIER3_028,COS_GUILD_CH_SOLDIER3_028,28,9103
68260000,COS_GUILD_CH_SOLDIER3_029,COS_GUILD_CH_SOLDIER3_029,29,9576
69260000,COS_GUILD_CH_SOLDIER3_030,COS_GUILD_CH_SOLDIER3_030,30,10063
6A260000,COS_GUILD_CH_SOLDIER3_031,COS_GUILD_CH_SOLDIER3_031,31,10566
6B260000,COS_GUILD_CH_SOLDIER3_032,COS_GUILD_CH_SOLDIER3_032,32,11086
6C260000,COS_GUILD_CH_SOLDIER3_033,COS_GUILD_CH_SOLDIER3_033,33,11621
6D260000,COS_GUILD_CH_SOLDIER3_034,COS_GUILD_CH_SOLDIER3_034,34,12174
6E260000,COS_GUILD_CH_SOLDIER3_035,COS_GUILD_CH_SOLDIER3_035,35,12744
6F260000,COS_GUILD_CH_SOLDIER3_036,COS_GUILD_CH_SOLDIER3_036,36,13333
70260000,COS_GUILD_CH_SOLDIER3_037,COS_GUILD_CH_SOLDIER3_037,37,13939
71260000,COS_GUILD_CH_SOLDIER3_038,COS_GUILD_CH_SOLDIER3_038,38,14565
72260000,COS_GUILD_CH_SOLDIER3_039,COS_GUILD_CH_SOLDIER3_039,39,15210
73260000,COS_GUILD_CH_SOLDIER3_040,COS_GUILD_CH_SOLDIER3_040,40,15875
74260000,COS_GUILD_CH_SOLDIER3_041,COS_GUILD_CH_SOLDIER3_041,41,16560
75260000,COS_GUILD_CH_SOLDIER3_042,COS_GUILD_CH_SOLDIER3_042,42,17267
76260000,COS_GUILD_CH_SOLDIER3_043,COS_GUILD_CH_SOLDIER3_043,43,17995
77260000,COS_GUILD_CH_SOLDIER3_044,COS_GUILD_CH_SOLDIER3_044,44,18746
78260000,COS_GUILD_CH_SOLDIER3_045,COS_GUILD_CH_SOLDIER3_045,45,19519
79260000,COS_GUILD_CH_SOLDIER3_046,COS_GUILD_CH_SOLDIER3_046,46,20315
7A260000,COS_GUILD_CH_SOLDIER3_047,COS_GUILD_CH_SOLDIER3_047,47,21136
7B260000,COS_GUILD_CH_SOLDIER3_048,COS_GUILD_CH_SOLDIER3_048,48,21982
7C260000,COS_GUILD_CH_SOLDIER3_049,COS_GUILD_CH_SOLDIER3_049,49,22852
7D260000,COS_GUILD_CH_SOLDIER3_050,COS_GUILD_CH_SOLDIER3_050,50,23749
7E260000,COS_GUILD_CH_SOLDIER3_051,COS_GUILD_CH_SOLDIER3_051,51,24673
7F260000,COS_GUILD_CH_SOLDIER3_052,COS_GUILD_CH_SOLDIER3_052,52,25624
80260000,COS_GUILD_CH_SOLDIER3_053,COS_GUILD_CH_SOLDIER3_053,53,26603
81260000,COS_GUILD_CH_SOLDIER3_054,COS_GUILD_CH_SOLDIER3_054,54,27611
82260000,COS_GUILD_CH_SOLDIER3_055,COS_GUILD_CH_SOLDIER3_055,55,28649
83260000,COS_GUILD_CH_SOLDIER3_056,COS_GUILD_CH_SOLDIER3_056,56,29717
84260000,COS_GUILD_CH_SOLDIER3_057,COS_GUILD_CH_SOLDIER3_057,57,30817
85260000,COS_GUILD_CH_SOLDIER3_058,COS_GUILD_CH_SOLDIER3_058,58,31948
86260000,COS_GUILD_CH_SOLDIER3_059,COS_GUILD_CH_SOLDIER3_059,59,33113
87260000,COS_GUILD_CH_SOLDIER3_060,COS_GUILD_CH_SOLDIER3_060,60,34311
88260000,COS_GUILD_CH_SOLDIER3_061,COS_GUILD_CH_SOLDIER3_061,61,35545
89260000,COS_GUILD_CH_SOLDIER3_062,COS_GUILD_CH_SOLDIER3_062,62,36813
8A260000,COS_GUILD_CH_SOLDIER3_063,COS_GUILD_CH_SOLDIER3_063,63,38118
8B260000,COS_GUILD_CH_SOLDIER3_064,COS_GUILD_CH_SOLDIER3_064,64,39461
8C260000,COS_GUILD_CH_SOLDIER3_065,COS_GUILD_CH_SOLDIER3_065,65,40842
8D260000,COS_GUILD_CH_SOLDIER3_066,COS_GUILD_CH_SOLDIER3_066,66,42263
8E260000,COS_GUILD_CH_SOLDIER3_067,COS_GUILD_CH_SOLDIER3_067,67,43724
8F260000,COS_GUILD_CH_SOLDIER3_068,COS_GUILD_CH_SOLDIER3_068,68,45226
90260000,COS_GUILD_CH_SOLDIER3_069,COS_GUILD_CH_SOLDIER3_069,69,46772
91260000,COS_GUILD_CH_SOLDIER3_070,COS_GUILD_CH_SOLDIER3_070,70,48361
92260000,COS_GUILD_CH_SOLDIER3_071,COS_GUILD_CH_SOLDIER3_071,71,49994
93260000,COS_GUILD_CH_SOLDIER3_072,COS_GUILD_CH_SOLDIER3_072,72,51674
94260000,COS_GUILD_CH_SOLDIER3_073,COS_GUILD_CH_SOLDIER3_073,73,53401
95260000,COS_GUILD_CH_SOLDIER3_074,COS_GUILD_CH_SOLDIER3_074,74,55177
96260000,COS_GUILD_CH_SOLDIER3_075,COS_GUILD_CH_SOLDIER3_075,75,57002
97260000,COS_GUILD_CH_SOLDIER3_076,COS_GUILD_CH_SOLDIER3_076,76,58878
98260000,COS_GUILD_CH_SOLDIER3_077,COS_GUILD_CH_SOLDIER3_077,77,60806
99260000,COS_GUILD_CH_SOLDIER3_078,COS_GUILD_CH_SOLDIER3_078,78,62788
9A260000,COS_GUILD_CH_SOLDIER3_079,COS_GUILD_CH_SOLDIER3_079,79,64825
9B260000,COS_GUILD_CH_SOLDIER3_080,COS_GUILD_CH_SOLDIER3_080,80,66918
9C260000,COS_GUILD_CH_SOLDIER3_081,COS_GUILD_CH_SOLDIER3_081,81,69069
9D260000,COS_GUILD_CH_SOLDIER3_082,COS_GUILD_CH_SOLDIER3_082,82,71279
9E260000,COS_GUILD_CH_SOLDIER3_083,COS_GUILD_CH_SOLDIER3_083,83,73550
9F260000,COS_GUILD_CH_SOLDIER3_084,COS_GUILD_CH_SOLDIER3_084,84,75883
A0260000,COS_GUILD_CH_SOLDIER3_085,COS_GUILD_CH_SOLDIER3_085,85,78280
A1260000,COS_GUILD_CH_SOLDIER3_086,COS_GUILD_CH_SOLDIER3_086,86,80743
A2260000,COS_GUILD_CH_SOLDIER3_087,COS_GUILD_CH_SOLDIER3_087,87,83273
A3260000,COS_GUILD_CH_SOLDIER3_088,COS_GUILD_CH_SOLDIER3_088,88,85872
A4260000,COS_GUILD_CH_SOLDIER3_089,COS_GUILD_CH_SOLDIER3_089,89,88541
A5260000,COS_GUILD_CH_SOLDIER3_090,COS_GUILD_CH_SOLDIER3_090,90,91283
A6260000,COS_GUILD_CH_SOLDIER3_091,COS_GUILD_CH_SOLDIER3_091,91,94100
A7260000,COS_GUILD_CH_SOLDIER3_092,COS_GUILD_CH_SOLDIER3_092,92,96992
A8260000,COS_GUILD_CH_SOLDIER3_093,COS_GUILD_CH_SOLDIER3_093,93,99962
A9260000,COS_GUILD_CH_SOLDIER3_094,COS_GUILD_CH_SOLDIER3_094,94,103013
AA260000,COS_GUILD_CH_SOLDIER3_095,COS_GUILD_CH_SOLDIER3_095,95,106145
AB260000,COS_GUILD_CH_SOLDIER3_096,COS_GUILD_CH_SOLDIER3_096,96,109362
AC260000,COS_GUILD_CH_SOLDIER3_097,COS_GUILD_CH_SOLDIER3_097,97,112664
AD260000,COS_GUILD_CH_SOLDIER3_098,COS_GUILD_CH_SOLDIER3_098,98,116055
AE260000,COS_GUILD_CH_SOLDIER3_099,COS_GUILD_CH_SOLDIER3_099,99,119537
AF260000,COS_GUILD_CH_SOLDIER3_100,COS_GUILD_CH_SOLDIER3_100,100,123112
B0260000,COS_GUILD_CH_SOLDIER3_101,COS_GUILD_CH_SOLDIER3_101,101,126781
B1260000,COS_GUILD_CH_SOLDIER3_102,COS_GUILD_CH_SOLDIER3_102,102,130549
B2260000,COS_GUILD_CH_SOLDIER3_103,COS_GUILD_CH_SOLDIER3_103,103,134416
B3260000,COS_GUILD_CH_SOLDIER3_104,COS_GUILD_CH_SOLDIER3_104,104,138385
B4260000,COS_GUILD_CH_SOLDIER3_105,COS_GUILD_CH_SOLDIER3_105,105,142460
B5260000,COS_GUILD_CH_SOLDIER3_106,COS_GUILD_CH_SOLDIER3_106,106,146642
B6260000,COS_GUILD_CH_SOLDIER3_107,COS_GUILD_CH_SOLDIER3_107,107,150935
B7260000,COS_GUILD_CH_SOLDIER3_108,COS_GUILD_CH_SOLDIER3_108,108,155341
B8260000,COS_GUILD_CH_SOLDIER3_109,COS_GUILD_CH_SOLDIER3_109,109,159862
B9260000,COS_GUILD_CH_SOLDIER3_110,COS_GUILD_CH_SOLDIER3_110,110,164502
BA260000,COS_GUILD_CH_SOLDIER3_111,COS_GUILD_CH_SOLDIER3_111,111,169264
BB260000,COS_GUILD_CH_SOLDIER3_112,COS_GUILD_CH_SOLDIER3_112,112,174151
BC260000,COS_GUILD_CH_SOLDIER3_113,COS_GUILD_CH_SOLDIER3_113,113,179165
BD260000,COS_GUILD_CH_SOLDIER3_114,COS_GUILD_CH_SOLDIER3_114,114,184311
BE260000,COS_GUILD_CH_SOLDIER3_115,COS_GUILD_CH_SOLDIER3_115,115,189590
BF260000,COS_GUILD_CH_SOLDIER3_116,COS_GUILD_CH_SOLDIER3_116,116,195007
C0260000,COS_GUILD_CH_SOLDIER3_117,COS_GUILD_CH_SOLDIER3_117,117,200564
C1260000,COS_GUILD_CH_SOLDIER3_118,COS_GUILD_CH_SOLDIER3_118,118,206266
C2260000,COS_GUILD_CH_SOLDIER3_119,COS_GUILD_CH_SOLDIER3_119,119,212116
C3260000,COS_GUILD_CH_SOLDIER3_120,COS_GUILD_CH_SOLDIER3_120,120,218118
C4260000,COS_GUILD_CH_SOLDIER3_121,COS_GUILD_CH_SOLDIER3_121,121,224274
C5260000,COS_GUILD_CH_SOLDIER3_122,COS_GUILD_CH_SOLDIER3_122,122,230590
C6260000,COS_GUILD_CH_SOLDIER3_123,COS_GUILD_CH_SOLDIER3_123,123,237068
C7260000,COS_GUILD_CH_SOLDIER3_124,COS_GUILD_CH_SOLDIER3_124,124,243714
C8260000,COS_GUILD_CH_SOLDIER3_125,COS_GUILD_CH_SOLDIER3_125,125,250530
C9260000,COS_GUILD_CH_SOLDIER3_126,COS_GUILD_CH_SOLDIER3_126,126,257522
CA260000,COS_GUILD_CH_SOLDIER3_127,COS_GUILD_CH_SOLDIER3_127,127,264693
CB260000,COS_GUILD_CH_SOLDIER3_128,COS_GUILD_CH_SOLDIER3_128,128,272047
CC260000,COS_GUILD_CH_SOLDIER3_129,COS_GUILD_CH_SOLDIER3_129,129,279590
CD260000,COS_GUILD_CH_SOLDIER3_130,COS_GUILD_CH_SOLDIER3_130,130,287327
CE260000,COS_GUILD_CH_SOLDIER3_131,COS_GUILD_CH_SOLDIER3_131,131,295260
CF260000,COS_GUILD_CH_SOLDIER3_132,COS_GUILD_CH_SOLDIER3_132,132,303396
D0260000,COS_GUILD_CH_SOLDIER3_133,COS_GUILD_CH_SOLDIER3_133,133,311740
D1260000,COS_GUILD_CH_SOLDIER3_134,COS_GUILD_CH_SOLDIER3_134,134,320295
D2260000,COS_GUILD_CH_SOLDIER3_135,COS_GUILD_CH_SOLDIER3_135,135,329069
D3260000,COS_GUILD_CH_SOLDIER3_136,COS_GUILD_CH_SOLDIER3_136,136,338065
D4260000,COS_GUILD_CH_SOLDIER3_137,COS_GUILD_CH_SOLDIER3_137,137,347289
D5260000,COS_GUILD_CH_SOLDIER3_138,COS_GUILD_CH_SOLDIER3_138,138,356747
D6260000,COS_GUILD_CH_SOLDIER3_139,COS_GUILD_CH_SOLDIER3_139,139,366445
D7260000,COS_GUILD_CH_SOLDIER3_140,COS_GUILD_CH_SOLDIER3_140,140,376387
D8260000,COS_GUILD_CH_SOLDIER4_001,COS_GUILD_CH_SOLDIER4_001,1,333
D9260000,COS_GUILD_CH_SOLDIER4_002,COS_GUILD_CH_SOLDIER4_002,2,408
DA260000,COS_GUILD_CH_SOLDIER4_003,COS_GUILD_CH_SOLDIER4_003,3,486
DB260000,COS_GUILD_CH_SOLDIER4_004,COS_GUILD_CH_SOLDIER4_004,4,566
DC260000,COS_GUILD_CH_SOLDIER4_005,COS_GUILD_CH_SOLDIER4_005,5,649
DD260000,COS_GUILD_CH_SOLDIER4_006,COS_GUILD_CH_SOLDIER4_006,6,736
DE260000,COS_GUILD_CH_SOLDIER4_007,COS_GUILD_CH_SOLDIER4_007,7,826
DF260000,COS_GUILD_CH_SOLDIER4_008,COS_GUILD_CH_SOLDIER4_008,8,919
E0260000,COS_GUILD_CH_SOLDIER4_009,COS_GUILD_CH_SOLDIER4_009,9,1015
E1260000,COS_GUILD_CH_SOLDIER4_010,COS_GUILD_CH_SOLDIER4_010,10,1115
E2260000,COS_GUILD_CH_SOLDIER4_011,COS_GUILD_CH_SOLDIER4_011,11,1219
E3260000,COS_GUILD_CH_SOLDIER4_012,COS_GUILD_CH_SOLDIER4_012,12,1326
E4260000,COS_GUILD_CH_SOLDIER4_013,COS_GUILD_CH_SOLDIER4_013,13,1437
E5260000,COS_GUILD_CH_SOLDIER4_014,COS_GUILD_CH_SOLDIER4_014,14,1552
E6260000,COS_GUILD_CH_SOLDIER4_015,COS_GUILD_CH_SOLDIER4_015,15,1671
E7260000,COS_GUILD_CH_SOLDIER4_016,COS_GUILD_CH_SOLDIER4_016,16,1794
E8260000,COS_GUILD_CH_SOLDIER4_017,COS_GUILD_CH_SOLDIER4_017,17,1922
E9260000,COS_GUILD_CH_SOLDIER4_018,COS_GUILD_CH_SOLDIER4_018,18,2054
EA260000,COS_GUILD_CH_SOLDIER4_019,COS_GUILD_CH_SOLDIER4_019,19,2190
EB260000,COS_GUILD_CH_SOLDIER4_020,COS_GUILD_CH_SOLDIER4_020,20,2331
EC260000,COS_GUILD_CH_SOLDIER4_021,COS_GUILD_CH_SOLDIER4_021,21,2477
ED260000,COS_GUILD_CH_SOLDIER4_022,COS_GUILD_CH_SOLDIER4_022,22,2627
