//ID,Type,Name,Level,Stack,Durability
38060000,ITEM_CH_W_CLOTHES_04_CA_A,Shelter Holyword Hood,27,1,49
39060000,ITEM_CH_W_CLOTHES_04_CA_B,Guard Holyword Hood,29,1,50
3A060000,ITEM_CH_W_CLOTHES_04_CA_C,Protect Holyword Hood,32,1,51
3B060000,ITEM_CH_W_CLOTHES_05_CA_A,Oh Sasan silk Hood,35,1,53
3C060000,ITEM_CH_W_CLOTHES_05_CA_B,Chok Sasan silk Hood,38,1,54
3D060000,ITEM_CH_W_CLOTHES_05_CA_C,Wi Sasan silk Hood,41,1,55
3E060000,ITEM_CH_W_CLOTHES_06_CA_A,Blood Soharin Hood,45,1,56
3F060000,ITEM_CH_W_CLOTHES_06_CA_B,Venom Soharin Hood,48,1,58
40060000,ITEM_CH_W_CLOTHES_06_CA_C,Devil Soharin Hood,51,1,59
41060000,ITEM_CH_W_CLOTHES_07_CA_A,Vicious Taesarin Hood,55,1,60
42060000,ITEM_CH_W_CLOTHES_07_CA_B,Brute Taesarin Hood,59,1,62
43060000,ITEM_CH_W_CLOTHES_07_CA_C,Cruel Taesarin Hood,63,1,63
44060000,ITEM_CH_W_CLOTHES_08_CA_A,Black Devildom Hood,67,1,65
45060000,ITEM_CH_W_CLOTHES_08_CA_B,Blaze Devildom Hood,71,1,67
46060000,ITEM_CH_W_CLOTHES_08_CA_C,Dark Devildom Hood,75,1,68
47060000,ITEM_CH_W_CLOTHES_09_CA_A,Mad Sky Storm Hood,79,1,70
48060000,ITEM_CH_W_CLOTHES_09_CA_B,Delightful Sky Storm Hood,83,1,71
49060000,ITEM_CH_W_CLOTHES_09_CA_C,Violent Sky Strom Hood,88,1,73
4A060000,ITEM_CH_W_CLOTHES_10_CA_A,Prince Taesang Hood,91,1,74
4B060000,ITEM_CH_W_CLOTHES_10_CA_B,Lord Taesang Hood,95,1,76
4C060000,ITEM_CH_W_CLOTHES_10_CA_C,King Taesang Hood,99,1,77
4D060000,ITEM_CH_W_CLOTHES_11_CA_A,Earth Dragon Hood,102,1,79
4E060000,ITEM_CH_W_CLOTHES_11_CA_B,Cloud Dragon Hood,105,1,80
4F060000,ITEM_CH_W_CLOTHES_11_CA_C,Lightning Dragon Hood,109,1,81
50060000,ITEM_CH_W_CLOTHES_12_CA_A,Reo Hood,111,1,82
51060000,ITEM_CH_W_CLOTHES_12_CA_B,Bluish Draco Hood,115,1,84
52060000,ITEM_CH_W_CLOTHES_12_CA_C,Golden Draco Hood,118,1,86
53060000,ITEM_CH_W_CLOTHES_01_SA_A,Cotton Talisman,1,1,39
54060000,ITEM_CH_W_CLOTHES_01_SA_B,Tough Cotton Talisman,4,1,40
55060000,ITEM_CH_W_CLOTHES_01_SA_C,Strong Cotton Talisman,6,1,41
56060000,ITEM_CH_W_CLOTHES_02_SA_A,Small Linen Talisman,9,1,42
57060000,ITEM_CH_W_CLOTHES_02_SA_B,Half Linen Talisman,11,1,43
58060000,ITEM_CH_W_CLOTHES_02_SA_C,Complete Linen Talisman,14,1,44
59060000,ITEM_CH_W_CLOTHES_03_SA_A,Sungdo Silk Talisman,17,1,46
5A060000,ITEM_CH_W_CLOTHES_03_SA_B,Jangan Silk Talisman,19,1,46
5B060000,ITEM_CH_W_CLOTHES_03_SA_C,Loyang Silk Talisman,22,1,47
5C060000,ITEM_CH_W_CLOTHES_04_SA_A,Shelter Holyword Talisman,25,1,49
5D060000,ITEM_CH_W_CLOTHES_04_SA_B,Guard Holyword Talisman,27,1,49
5E060000,ITEM_CH_W_CLOTHES_04_SA_C,Protect Holyword Talisman,30,1,51
5F060000,ITEM_CH_W_CLOTHES_05_SA_A,Oh Sasan silk Talisman,33,1,52
60060000,ITEM_CH_W_CLOTHES_05_SA_B,Chok Sasan silk Talisman,36,1,53
61060000,ITEM_CH_W_CLOTHES_05_SA_C,Wi Sasan silk Talisman,39,1,54
62060000,ITEM_CH_W_CLOTHES_06_SA_A,Blood Soharin Talisman,43,1,56
63060000,ITEM_CH_W_CLOTHES_06_SA_B,Venom Soharin Talisman,46,1,57
64060000,ITEM_CH_W_CLOTHES_06_SA_C,Devil Soharin Talisman,49,1,58
65060000,ITEM_CH_W_CLOTHES_07_SA_A,Vicious Taesarin Talisman,53,1,60
66060000,ITEM_CH_W_CLOTHES_07_SA_B,Brute Taesarin Talisman,57,1,61
67060000,ITEM_CH_W_CLOTHES_07_SA_C,Cruel Taesarin Talisman,61,1,63
68060000,ITEM_CH_W_CLOTHES_08_SA_A,Black Devildom Talisman,65,1,64
69060000,ITEM_CH_W_CLOTHES_08_SA_B,Blaze Devildom Talisman,69,1,66
6A060000,ITEM_CH_W_CLOTHES_08_SA_C,Dark Devildom Talisman,73,1,67
6B060000,ITEM_CH_W_CLOTHES_09_SA_A,Mad Sky Storm Talisman,77,1,69
6C060000,ITEM_CH_W_CLOTHES_09_SA_B,Delightful Sky Storm Talisman,81,1,70
6D060000,ITEM_CH_W_CLOTHES_09_SA_C,Violent Sky Strom Talisman,86,1,72
6E060000,ITEM_CH_W_CLOTHES_10_SA_A,Prince Taesang Talisman,90,1,74
6F060000,ITEM_CH_W_CLOTHES_10_SA_B,Lord Taesang Talisman,94,1,75
70060000,ITEM_CH_W_CLOTHES_10_SA_C,King Taesang Talisman,98,1,77
71060000,ITEM_CH_W_CLOTHES_11_SA_A,Drako Sky God Talisman,101,1,78
72060000,ITEM_CH_W_CLOTHES_11_SA_B,Cloud Dragon Talisman,104,1,79
73060000,ITEM_CH_W_CLOTHES_11_SA_C,Lightning Dragon Talisman,108,1,81
74060000,ITEM_CH_W_CLOTHES_12_SA_A,Reo Talisman,110,1,82
75060000,ITEM_CH_W_CLOTHES_12_SA_B,Bluish Draco Talisman,114,1,83
76060000,ITEM_CH_W_CLOTHES_12_SA_C,Golden Draco Talisman,118,1,84
77060000,ITEM_CH_W_CLOTHES_01_BA_A,Cotton Suit,1,1,39
78060000,ITEM_CH_W_CLOTHES_01_BA_B,Tough Cotton Suit,8,1,42
79060000,ITEM_CH_W_CLOTHES_01_BA_C,Strong Cotton Suit,10,1,43
7A060000,ITEM_CH_W_CLOTHES_02_BA_A,Small Linen Suit,13,1,44
7B060000,ITEM_CH_W_CLOTHES_02_BA_B,Half Linen Suit,15,1,45
7C060000,ITEM_CH_W_CLOTHES_02_BA_C,Complete Linen Suit,18,1,46
7D060000,ITEM_CH_W_CLOTHES_03_BA_A,Sungdo Silk Suit,21,1,47
7E060000,ITEM_CH_W_CLOTHES_03_BA_B,Jangan Silk Suit,23,1,48
7F060000,ITEM_CH_W_CLOTHES_03_BA_C,Loyang Silk Suit,26,1,49
80060000,ITEM_CH_W_CLOTHES_04_BA_A,Shelter Holyword Suit,29,1,50
81060000,ITEM_CH_W_CLOTHES_04_BA_B,Guard Holyword Suit,31,1,51
82060000,ITEM_CH_W_CLOTHES_04_BA_C,Protect Holyword Suit,34,1,52
83060000,ITEM_CH_W_CLOTHES_05_BA_A,Oh Sasan silk Suit,37,1,53
84060000,ITEM_CH_W_CLOTHES_05_BA_B,Chok Sasan silk Suit,40,1,54
85060000,ITEM_CH_W_CLOTHES_05_BA_C,Wi Sasan silk Suit,43,1,56
86060000,ITEM_CH_W_CLOTHES_06_BA_A,Blood Soharin Suit,47,1,57
87060000,ITEM_CH_W_CLOTHES_06_BA_B,Venom Soharin Suit,50,1,58
88060000,ITEM_CH_W_CLOTHES_06_BA_C,Devil Soharin Suit,53,1,60
89060000,ITEM_CH_W_CLOTHES_07_BA_A,Vicious Taesarin Suit,57,1,61
8A060000,ITEM_CH_W_CLOTHES_07_BA_B,Brute Taesarin Suit,61,1,63
8B060000,ITEM_CH_W_CLOTHES_07_BA_C,Cruel Taesarin Suit,65,1,64
8C060000,ITEM_CH_W_CLOTHES_08_BA_A,Black Devildom Suit,69,1,66
8D060000,ITEM_CH_W_CLOTHES_08_BA_B,Blaze Devildom Suit,73,1,67
8E060000,ITEM_CH_W_CLOTHES_08_BA_C,Dark Devildom Suit,77,1,69
8F060000,ITEM_CH_W_CLOTHES_09_BA_A,Mad Sky Storm Suit,81,1,70
90060000,ITEM_CH_W_CLOTHES_09_BA_B,Delightful Sky Storm Suit,85,1,72
91060000,ITEM_CH_W_CLOTHES_09_BA_C,Violent Sky Strom Suit,90,1,74
92060000,ITEM_CH_W_CLOTHES_10_BA_A,Prince Taesang Suit,92,1,75
93060000,ITEM_CH_W_CLOTHES_10_BA_B,Lord Taesang Suit,96,1,76
94060000,ITEM_CH_W_CLOTHES_10_BA_C,King Taesang Suit,100,1,78
95060000,ITEM_CH_W_CLOTHES_11_BA_A,Drako Sky God Suit,101,1,79
96060000,ITEM_CH_W_CLOTHES_11_BA_B,Cloud Dragon Suit,106,1,80
97060000,ITEM_CH_W_CLOTHES_11_BA_C,Lightning Dragon Suit,110,1,82
98060000,ITEM_CH_W_CLOTHES_12_BA_A,Reo Suit,114,1,83
99060000,ITEM_CH_W_CLOTHES_12_BA_B,Bluish Draco Suit,114,1,84
9A060000,ITEM_CH_W_CLOTHES_12_BA_C,Golden Draco Suit,118,1,85
9B060000,ITEM_CH_W_CLOTHES_01_LA_A,Cotton Trousers,1,1,39
9C060000,ITEM_CH_W_CLOTHES_01_LA_B,Tough Cotton Trousers,7,1,42
9D060000,ITEM_CH_W_CLOTHES_01_LA_C,Strong Cotton Trousers,9,1,42
9E060000,ITEM_CH_W_CLOTHES_02_LA_A,Small Linen Trousers,12,1,44
9F060000,ITEM_CH_W_CLOTHES_02_LA_B,Half Linen Trousers,14,1,44
A0060000,ITEM_CH_W_CLOTHES_02_LA_C,Complete Linen Trousers,17,1,46
A1060000,ITEM_CH_W_CLOTHES_03_LA_A,Sungdo Silk Trousers,20,1,47
A2060000,ITEM_CH_W_CLOTHES_03_LA_B,Jangan Silk Trousers,22,1,47
A3060000,ITEM_CH_W_CLOTHES_03_LA_C,Loyang Silk Trousers,25,1,49
A4060000,ITEM_CH_W_CLOTHES_04_LA_A,Shelter Holyword Trousers,28,1,50
A5060000,ITEM_CH_W_CLOTHES_04_LA_B,Guard Holyword Trousers,30,1,51
A6060000,ITEM_CH_W_CLOTHES_04_LA_C,Protect Holyword Trousers,33,1,52
A7060000,ITEM_CH_W_CLOTHES_05_LA_A,Oh Sasan silk Trousers,36,1,53
A8060000,ITEM_CH_W_CLOTHES_05_LA_B,Chok Sasan silk Trousers,39,1,54
A9060000,ITEM_CH_W_CLOTHES_05_LA_C,Wi Sasan silk Trousers,42,1,55
AA060000,ITEM_CH_W_CLOTHES_06_LA_A,Blood Soharin Trousers,46,1,57
AB060000,ITEM_CH_W_CLOTHES_06_LA_B,Venom Soharin Trousers,49,1,58
AC060000,ITEM_CH_W_CLOTHES_06_LA_C,Devil Soharin Trousers,52,1,59
AD060000,ITEM_CH_W_CLOTHES_07_LA_A,Vicious Taesarin Trousers,56,1,61
AE060000,ITEM_CH_W_CLOTHES_07_LA_B,Brute Taesarin Trousers,60,1,62
AF060000,ITEM_CH_W_CLOTHES_07_LA_C,Cruel Taesarin Trousers,64,1,64
B0060000,ITEM_CH_W_CLOTHES_08_LA_A,Black Devildom Trousers,68,1,65
B1060000,ITEM_CH_W_CLOTHES_08_LA_B,Blaze Devildom Trousers,72,1,67
B2060000,ITEM_CH_W_CLOTHES_08_LA_C,Dark Devildom Trousers,76,1,68
B3060000,ITEM_CH_W_CLOTHES_09_LA_A,Mad Sky Storm Trousers,80,1,70
B4060000,ITEM_CH_W_CLOTHES_09_LA_B,Delightful Sky Storm Trousers,84,1,72
B5060000,ITEM_CH_W_CLOTHES_09_LA_C,Violent Sky Strom Trousers,89,1,74
B6060000,ITEM_CH_W_CLOTHES_10_LA_A,Prince Taesang Trousers,92,1,75
B7060000,ITEM_CH_W_CLOTHES_10_LA_B,Lord Taesang Trousers,96,1,76
B8060000,ITEM_CH_W_CLOTHES_10_LA_C,King Taesang Trousers,100,1,78
B9060000,ITEM_CH_W_CLOTHES_11_LA_A,Drako Sky God Trousers,101,1,79
BA060000,ITEM_CH_W_CLOTHES_11_LA_B,Cloud Dragon Trousers,106,1,80
BB060000,ITEM_CH_W_CLOTHES_11_LA_C,Lightning Dragon Trousers,110,1,82
BC060000,ITEM_CH_W_CLOTHES_12_LA_A,Reo Trousers,110,1,83
BD060000,ITEM_CH_W_CLOTHES_12_LA_B,Bluish Draco Trousers,114,1,84
BE060000,ITEM_CH_W_CLOTHES_12_LA_C,Golden Draco Trousers,118,1,85
BF060000,ITEM_CH_W_CLOTHES_01_AA_A,Cotton Wristlet,1,1,39
C0060000,ITEM_CH_W_CLOTHES_01_AA_B,Tough Cotton Wristlet,3,1,40
C1060000,ITEM_CH_W_CLOTHES_01_AA_C,Strong Cotton Wristlet,5,1,41
C2060000,ITEM_CH_W_CLOTHES_02_AA_A,Small Linen Wristlet,8,1,42
C3060000,ITEM_CH_W_CLOTHES_02_AA_B,Half Linen Wristlet,10,1,43
C4060000,ITEM_CH_W_CLOTHES_02_AA_C,Complete Linen Wristlet,13,1,44
C5060000,ITEM_CH_W_CLOTHES_03_AA_A,Sungdo Silk Wristlet,16,1,45
C6060000,ITEM_CH_W_CLOTHES_03_AA_B,Jangan Silk Wristlet,18,1,46
C7060000,ITEM_CH_W_CLOTHES_03_AA_C,Loyang Silk Wristlet,21,1,47
C8060000,ITEM_CH_W_CLOTHES_04_AA_A,Shelter Holyword Wristlet,24,1,48
C9060000,ITEM_CH_W_CLOTHES_04_AA_B,Guard Holyword Wristlet,26,1,49
CA060000,ITEM_CH_W_CLOTHES_04_AA_C,Protect Holyword Wristlet,29,1,50
CB060000,ITEM_CH_W_CLOTHES_05_AA_A,Oh Sasan silk Wristlet,32,1,51
CC060000,ITEM_CH_W_CLOTHES_05_AA_B,Chok Sasan silk Wristlet,35,1,53
CD060000,ITEM_CH_W_CLOTHES_05_AA_C,Wi Sasan silk Wristlet,38,1,54
CE060000,ITEM_CH_W_CLOTHES_06_AA_A,Blood Soharin Wristlet,42,1,55
CF060000,ITEM_CH_W_CLOTHES_06_AA_B,Venom Soharin Wristlet,45,1,56
D0060000,ITEM_CH_W_CLOTHES_06_AA_C,Devil Soharin Wristlet,48,1,58
D1060000,ITEM_CH_W_CLOTHES_07_AA_A,Vicious Taesarin Wristlet,52,1,59
D2060000,ITEM_CH_W_CLOTHES_07_AA_B,Brute Taesarin Wristlet,56,1,61
D3060000,ITEM_CH_W_CLOTHES_07_AA_C,Cruel Taesarin Wristlet,60,1,62
D4060000,ITEM_CH_W_CLOTHES_08_AA_A,Black Devildom Wristlet,64,1,64
D5060000,ITEM_CH_W_CLOTHES_08_AA_B,Blaze Devildom Wristlet,68,1,65
D6060000,ITEM_CH_W_CLOTHES_08_AA_C,Dark Devildom Wristlet,72,1,67
D7060000,ITEM_CH_W_CLOTHES_09_AA_A,Mad Sky Storm Wristlet,76,1,68
D8060000,ITEM_CH_W_CLOTHES_09_AA_B,Delightful Sky Storm Wristlet,80,1,70
D9060000,ITEM_CH_W_CLOTHES_09_AA_C,Violent Sky Strom Wristlet,85,1,72
DA060000,ITEM_CH_W_CLOTHES_10_AA_A,Prince Taesang Wristlet,90,1,74
DB060000,ITEM_CH_W_CLOTHES_10_AA_B,Lord Taesang Wristlet,94,1,75
DC060000,ITEM_CH_W_CLOTHES_10_AA_C,King Taesang Wristlet,98,1,77
DD060000,ITEM_CH_W_CLOTHES_11_AA_A,Drako Sky God Wristlet,101,1,78
DE060000,ITEM_CH_W_CLOTHES_11_AA_B,Cloud Dragon Wristlet,104,1,79
DF060000,ITEM_CH_W_CLOTHES_11_AA_C,Lightning Dragon Wristlet,108,1,81
E0060000,ITEM_CH_W_CLOTHES_12_AA_A,Reo Wristlet,110,1,82
E1060000,ITEM_CH_W_CLOTHES_12_AA_B,Bluish Draco Wristlet,114,1,83
E2060000,ITEM_CH_W_CLOTHES_12_AA_C,Golden Draco Wristlet,118,1,84
E3060000,ITEM_CH_W_CLOTHES_01_FA_A,Cotton Shoes,1,1,39
E4060000,ITEM_CH_W_CLOTHES_01_FA_B,Tough Cotton Shoes,5,1,41
E5060000,ITEM_CH_W_CLOTHES_01_FA_C,Strong Cotton Shoes,7,1,42
E6060000,ITEM_CH_W_CLOTHES_02_FA_A,Small Linen Shoes,10,1,43
E7060000,ITEM_CH_W_CLOTHES_02_FA_B,Half Linen Shoes,12,1,44
E8060000,ITEM_CH_W_CLOTHES_02_FA_C,Complete Linen Shoes,15,1,45
E9060000,ITEM_CH_W_CLOTHES_03_FA_A,Sungdo Silk Shoes,18,1,46
EA060000,ITEM_CH_W_CLOTHES_03_FA_B,Jangan Silk Shoes,20,1,47
EB060000,ITEM_CH_W_CLOTHES_03_FA_C,Loyang Silk Shoes,23,1,48
EC060000,ITEM_CH_W_CLOTHES_04_FA_A,Shelter Holyword Shoes,26,1,49
ED060000,ITEM_CH_W_CLOTHES_04_FA_B,Guard Holyword Shoes,28,1,50
EE060000,ITEM_CH_W_CLOTHES_04_FA_C,Protect Holyword Shoes,31,1,51
EF060000,ITEM_CH_W_CLOTHES_05_FA_A,Oh Sasan silk Shoes,34,1,52
F0060000,ITEM_CH_W_CLOTHES_05_FA_B,Chok Sasan silk Shoes,37,1,53
F1060000,ITEM_CH_W_CLOTHES_05_FA_C,Wi Sasan silk Shoes,40,1,54
F2060000,ITEM_CH_W_CLOTHES_06_FA_A,Blood Soharin Shoes,44,1,56
F3060000,ITEM_CH_W_CLOTHES_06_FA_B,Venom Soharin Shoes,47,1,57
F4060000,ITEM_CH_W_CLOTHES_06_FA_C,Devil Soharin Shoes,50,1,58
F5060000,ITEM_CH_W_CLOTHES_07_FA_A,Vicious Taesarin Shoes,54,1,60
F6060000,ITEM_CH_W_CLOTHES_07_FA_B,Brute Taesarin Shoes,58,1,61
F7060000,ITEM_CH_W_CLOTHES_07_FA_C,Cruel Taesarin Shoes,62,1,63
F8060000,ITEM_CH_W_CLOTHES_08_FA_A,Black Devildom Shoes,66,1,65
F9060000,ITEM_CH_W_CLOTHES_08_FA_B,Blaze Devildom Shoes,70,1,66
FA060000,ITEM_CH_W_CLOTHES_08_FA_C,Dark Devildom Shoes,74,1,68
FB060000,ITEM_CH_W_CLOTHES_09_FA_A,Mad Sky Storm Shoes,78,1,69
FC060000,ITEM_CH_W_CLOTHES_09_FA_B,Delightful Sky Storm Shoes,82,1,71
FD060000,ITEM_CH_W_CLOTHES_09_FA_C,Violent Sky Strom Shoes,87,1,73
FE060000,ITEM_CH_W_CLOTHES_10_FA_A,Prince Taesang Shoes,91,1,74
FF060000,ITEM_CH_W_CLOTHES_10_FA_B,Lord Taesang Shoes,95,1,76
00070000,ITEM_CH_W_CLOTHES_10_FA_C,King Taesang Shoes,99,1,77
01070000,ITEM_CH_W_CLOTHES_11_FA_A,Drako Sky God Shoes,101,1,79
02070000,ITEM_CH_W_CLOTHES_11_FA_B,Cloud Dragon Shoes,105,1,80
03070000,ITEM_CH_W_CLOTHES_11_FA_C,Lightning Dragon Shoes,109,1,81
04070000,ITEM_CH_W_CLOTHES_12_FA_A,Reo Shoes,110,1,82
05070000,ITEM_CH_W_CLOTHES_12_FA_B,Bluish Draco Shoes,114,1,84
06070000,ITEM_CH_W_CLOTHES_12_FA_C,Golden Draco Shoes,118,1,84
07070000,ITEM_CH_RING_01_A,Ume Copper Ring,1,1,0
08070000,ITEM_CH_RING_01_B,Peach Copper Ring,3,1,0
09070000,ITEM_CH_RING_01_C,Pear Copper Ring,5,1,0
0A070000,ITEM_CH_RING_02_A,Devildom Silver Ring,8,1,0
0B070000,ITEM_CH_RING_02_B,Hades Silver Ring,10,1,0
0C070000,ITEM_CH_RING_02_C,Inferno Silver Ring,13,1,0
0D070000,ITEM_CH_RING_03_A,Mercury Gold Ring,16,1,0
0E070000,ITEM_CH_RING_03_B,Venus Gold Ring,18,1,0
0F070000,ITEM_CH_RING_03_C,Mars Gold Ring,21,1,0
10070000,ITEM_CH_RING_04_A,Jadeite Ring,24,1,0
11070000,ITEM_CH_RING_04_B,Nephrite Ring,26,1,0
12070000,ITEM_CH_RING_04_C,Black Jade Ring,29,1,0
13070000,ITEM_CH_RING_05_A,Blue Quartz Ring,32,1,0
14070000,ITEM_CH_RING_05_B,Rose Quartz Ring,35,1,0
15070000,ITEM_CH_RING_05_C,Amethyst Ring,38,1,0
16070000,ITEM_CH_RING_06_A,Storm Platinum Ring,42,1,0
17070000,ITEM_CH_RING_06_B,Ice Platinum Ring,45,1,0
18070000,ITEM_CH_RING_06_C,Flame Platinum Ring,48,1,0
19070000,ITEM_CH_RING_07_A,Coast Pearl Ring,52,1,0
1A070000,ITEM_CH_RING_07_B,Sea Pearl Ring,56,1,0
1B070000,ITEM_CH_RING_07_C,Ocean Pearl Ring,60,1,0
1C070000,ITEM_CH_RING_08_A,Black Pearl Ring,64,1,0
1D070000,ITEM_CH_RING_08_B,Big Black Pearl Ring,68,1,0
1E070000,ITEM_CH_RING_08_C,Deep Black Pearl Ring,72,1,0
1F070000,ITEM_CH_RING_09_A,Hundred Nights Gem Ring,76,1,0
20070000,ITEM_CH_RING_09_B,Thousand Nights Gem Ring,80,1,0
21070000,ITEM_CH_RING_09_C,Ten Thousand Nights Gem Ring,85,1,0
22070000,ITEM_CH_RING_10_A,Bright Tiger's Eye Ring,90,1,0
23070000,ITEM_CH_RING_10_B,Luster Tiger's Eye Ring,94,1,0
24070000,ITEM_CH_RING_10_C,Shine Tiger's Eye Ring,98,1,0
25070000,ITEM_CH_RING_11_A,Paradise Jewel Ring,101,1,0
26070000,ITEM_CH_RING_11_B,Heaven Jewel Ring,104,1,0
27070000,ITEM_CH_RING_11_C,Elysium Jewel Ring,108,1,0
28070000,ITEM_CH_RING_12_A,Blue Cintamani Ring,110,1,0
29070000,ITEM_CH_RING_12_B,White Cintamani Ring,114,1,0
2A070000,ITEM_CH_RING_12_C,Black Cintamani Ring,118,1,0
2B070000,ITEM_CH_EARRING_01_A,Ume Copper Earring,1,1,0
2C070000,ITEM_CH_EARRING_01_B,Peach Copper Earring,5,1,0
2D070000,ITEM_CH_EARRING_01_C,Pear Copper Earring,7,1,0
2E070000,ITEM_CH_EARRING_02_A,Devildom Silver Earring,10,1,0
2F070000,ITEM_CH_EARRING_02_B,Hades Silver Earring,12,1,0
30070000,ITEM_CH_EARRING_02_C,Inferno Silver Earring,15,1,0
31070000,ITEM_CH_EARRING_03_A,Mercury Gold Earring,18,1,0
32070000,ITEM_CH_EARRING_03_B,Venus Gold Earring,20,1,0
33070000,ITEM_CH_EARRING_03_C,Mars Gold Earring,23,1,0
34070000,ITEM_CH_EARRING_04_A,Jadeite Earring,26,1,0
35070000,ITEM_CH_EARRING_04_B,Nephrite Earring,28,1,0
36070000,ITEM_CH_EARRING_04_C,Black Jade Earring,31,1,0
37070000,ITEM_CH_EARRING_05_A,Blue Quartz Earring,34,1,0
38070000,ITEM_CH_EARRING_05_B,Rose Quartz Earring,37,1,0
39070000,ITEM_CH_EARRING_05_C,Amethyst Earring,40,1,0
3A070000,ITEM_CH_EARRING_06_A,Storm Platinum Earring,44,1,0
3B070000,ITEM_CH_EARRING_06_B,Ice Platinum Earring,47,1,0
3C070000,ITEM_CH_EARRING_06_C,Flame Platinum Earring,50,1,0
3D070000,ITEM_CH_EARRING_07_A,Coast Pearl Earring,54,1,0
3E070000,ITEM_CH_EARRING_07_B,Sea Pearl Earring,58,1,0
3F070000,ITEM_CH_EARRING_07_C,Ocean Pearl Earring,62,1,0
40070000,ITEM_CH_EARRING_08_A,Black Pearl Earring,66,1,0
41070000,ITEM_CH_EARRING_08_B,Big Black Pearl Earring,70,1,0
42070000,ITEM_CH_EARRING_08_C,Deep Black Pearl Earring,74,1,0
43070000,ITEM_CH_EARRING_09_A,Hundred Nights Gem Earring,78,1,0
44070000,ITEM_CH_EARRING_09_B,Thousand Nights Gem Earring,82,1,0
45070000,ITEM_CH_EARRING_09_C,Ten Thousand Nights Gem Earring,87,1,0
46070000,ITEM_CH_EARRING_10_A,Bright Tiger's Eye Earring,91,1,0
47070000,ITEM_CH_EARRING_10_B,Luster Tiger's Eye Earring,95,1,0
48070000,ITEM_CH_EARRING_10_C,Shine Tiger's Eye Earring,99,1,0
49070000,ITEM_CH_EARRING_11_A,Paradise Jewel Earring,101,1,0
4A070000,ITEM_CH_EARRING_11_B,Heaven Jewel Earring,105,1,0
4B070000,ITEM_CH_EARRING_11_C,Elysium Jewel Earring,109,1,0
4C070000,ITEM_CH_EARRING_12_A,Blue Cintamani Earring,110,1,0
4D070000,ITEM_CH_EARRING_12_B,White Cintamani Earring,114,1,0
4E070000,ITEM_CH_EARRING_12_C,Black Cintamani Earring,118,1,0
4F070000,ITEM_CH_NECKLACE_01_A,Ume Copper Necklace,1,1,0
50070000,ITEM_CH_NECKLACE_01_B,Peach Copper Necklace,7,1,0
51070000,ITEM_CH_NECKLACE_01_C,Pear Copper Necklace,9,1,0
52070000,ITEM_CH_NECKLACE_02_A,Devildom Silver Necklace,12,1,0
53070000,ITEM_CH_NECKLACE_02_B,Hades Silver Necklace,14,1,0
54070000,ITEM_CH_NECKLACE_02_C,Inferno Silver Necklace,17,1,0
55070000,ITEM_CH_NECKLACE_03_A,Mercury Gold Necklace,20,1,0
56070000,ITEM_CH_NECKLACE_03_B,Venus Gold Necklace,22,1,0
57070000,ITEM_CH_NECKLACE_03_C,Mars Gold Necklace,25,1,0
58070000,ITEM_CH_NECKLACE_04_A,Jadeite Necklace,28,1,0
59070000,ITEM_CH_NECKLACE_04_B,Nephrite Necklace,30,1,0
5A070000,ITEM_CH_NECKLACE_04_C,Black Jade Necklace,33,1,0
5B070000,ITEM_CH_NECKLACE_05_A,Blue Quartz Necklace,36,1,0
5C070000,ITEM_CH_NECKLACE_05_B,Rose Quartz Necklace,39,1,0
5D070000,ITEM_CH_NECKLACE_05_C,Amethyst Necklace,42,1,0
5E070000,ITEM_CH_NECKLACE_06_A,Storm Platinum Necklace,46,1,0
5F070000,ITEM_CH_NECKLACE_06_B,Ice Platinum Necklace,49,1,0
60070000,ITEM_CH_NECKLACE_06_C,Flame Platinum Necklace,52,1,0
61070000,ITEM_CH_NECKLACE_07_A,Coast Pearl Necklace,56,1,0
62070000,ITEM_CH_NECKLACE_07_B,Sea Pearl Necklace,60,1,0
63070000,ITEM_CH_NECKLACE_07_C,Ocean Pearl Necklace,64,1,0
64070000,ITEM_CH_NECKLACE_08_A,Black Pearl Necklace,68,1,0
65070000,ITEM_CH_NECKLACE_08_B,Big Black Pearl Necklace,72,1,0
66070000,ITEM_CH_NECKLACE_08_C,Deep Black Pearl Necklace,76,1,0
67070000,ITEM_CH_NECKLACE_09_A,Hundred Nights Gem Necklace,80,1,0
68070000,ITEM_CH_NECKLACE_09_B,Thousand Nights Gem Necklace,84,1,0
69070000,ITEM_CH_NECKLACE_09_C,Ten Thousand Nights Gem Necklace,89,1,0
6A070000,ITEM_CH_NECKLACE_10_A,Bright Tiger's Eye Necklace,92,1,0
6B070000,ITEM_CH_NECKLACE_10_B,Luster Tiger's Eye Necklace,96,1,0
6C070000,ITEM_CH_NECKLACE_10_C,Shine Tiger's Eye Necklace,100,1,0
6D070000,ITEM_CH_NECKLACE_11_A,Paradise Jewel Necklace,101,1,0
6E070000,ITEM_CH_NECKLACE_11_B,Heaven Jewel Necklace,106,1,0
6F070000,ITEM_CH_NECKLACE_11_C,Elysium Jewel Necklace,110,1,0
70070000,ITEM_CH_NECKLACE_12_A,Blue Cintamani Necklace,110,1,0
71070000,ITEM_CH_NECKLACE_12_B,White Cintamani Necklace,114,1,0
72070000,ITEM_CH_NECKLACE_12_C,Black Cintamani Necklace,118,1,0
