//ID,Type,Name,CastTime,Cooldown,MP
5B030000,SKILL_CH_SPEAR_CHAIN_B_2S_07,0,283,0,0
5C030000,SKILL_CH_SPEAR_CHAIN_B_2S_08,0,283,0,0
5D030000,SKILL_CH_SPEAR_CHAIN_B_2S_09,0,283,0,0
5E030000,SKILL_CH_SPEAR_CHAIN_B_3S_02,0,580,0,0
5F030000,SKILL_CH_SPEAR_CHAIN_B_3S_03,0,580,0,0
60030000,SKILL_CH_SPEAR_CHAIN_B_3S_04,0,580,0,0
61030000,SKILL_CH_SPEAR_CHAIN_B_3S_05,0,580,0,0
62030000,SKILL_CH_SPEAR_CHAIN_B_3S_06,0,580,0,0
63030000,SKILL_CH_SPEAR_CHAIN_B_3S_07,0,580,0,0
64030000,SKILL_CH_SPEAR_CHAIN_B_3S_08,0,580,0,0
65030000,SKILL_CH_SPEAR_CHAIN_B_3S_09,0,580,0,0
66030000,SKILL_CH_SPEAR_CHAIN_B_4S_02,0,873,0,0
67030000,SKILL_CH_SPEAR_CHAIN_B_4S_03,0,873,0,0
68030000,SKILL_CH_SPEAR_CHAIN_B_4S_04,0,873,0,0
69030000,SKILL_CH_SPEAR_CHAIN_B_4S_05,0,873,0,0
6A030000,SKILL_CH_SPEAR_CHAIN_B_4S_06,0,873,0,0
6B030000,SKILL_CH_SPEAR_CHAIN_B_4S_07,0,873,0,0
6C030000,SKILL_CH_SPEAR_CHAIN_B_4S_08,0,873,0,0
6D030000,SKILL_CH_SPEAR_CHAIN_B_4S_09,0,873,0,0
6E030000,SKILL_CH_SPEAR_CHAIN_C_1S_02,0,910,8000,712
6F030000,SKILL_CH_SPEAR_CHAIN_C_1S_03,0,910,8000,767
70030000,SKILL_CH_SPEAR_CHAIN_C_1S_04,0,910,8000,826
71030000,SKILL_CH_SPEAR_CHAIN_C_1S_05,0,910,8000,888
72030000,SKILL_CH_SPEAR_CHAIN_C_1S_06,0,910,8000,953
73030000,SKILL_CH_SPEAR_CHAIN_C_1S_07,0,910,8000,1023
74030000,SKILL_CH_SPEAR_CHAIN_C_1S_08,0,910,8000,1097
75030000,SKILL_CH_SPEAR_CHAIN_C_1S_09,0,910,8000,1174
76030000,SKILL_CH_SPEAR_CHAIN_C_2S_02,0,537,0,0
77030000,SKILL_CH_SPEAR_CHAIN_C_2S_03,0,537,0,0
78030000,SKILL_CH_SPEAR_CHAIN_C_2S_04,0,537,0,0
79030000,SKILL_CH_SPEAR_CHAIN_C_2S_05,0,537,0,0
7A030000,SKILL_CH_SPEAR_CHAIN_C_2S_06,0,537,0,0
7B030000,SKILL_CH_SPEAR_CHAIN_C_2S_07,0,537,0,0
7C030000,SKILL_CH_SPEAR_CHAIN_C_2S_08,0,537,0,0
7D030000,SKILL_CH_SPEAR_CHAIN_C_2S_09,0,537,0,0
7E030000,SKILL_CH_SPEAR_CHAIN_C_3S_02,0,845,0,0
7F030000,SKILL_CH_SPEAR_CHAIN_C_3S_03,0,845,0,0
80030000,SKILL_CH_SPEAR_CHAIN_C_3S_04,0,845,0,0
81030000,SKILL_CH_SPEAR_CHAIN_C_3S_05,0,845,0,0
82030000,SKILL_CH_SPEAR_CHAIN_C_3S_06,0,845,0,0
83030000,SKILL_CH_SPEAR_CHAIN_C_3S_07,0,845,0,0
84030000,SKILL_CH_SPEAR_CHAIN_C_3S_08,0,845,0,0
85030000,SKILL_CH_SPEAR_CHAIN_C_3S_09,0,845,0,0
86030000,SKILL_CH_SPEAR_CHAIN_C_4S_02,0,576,0,0
87030000,SKILL_CH_SPEAR_CHAIN_C_4S_03,0,576,0,0
88030000,SKILL_CH_SPEAR_CHAIN_C_4S_04,0,576,0,0
89030000,SKILL_CH_SPEAR_CHAIN_C_4S_05,0,576,0,0
8A030000,SKILL_CH_SPEAR_CHAIN_C_4S_06,0,576,0,0
8B030000,SKILL_CH_SPEAR_CHAIN_C_4S_07,0,576,0,0
8C030000,SKILL_CH_SPEAR_CHAIN_C_4S_08,0,576,0,0
8D030000,SKILL_CH_SPEAR_CHAIN_C_4S_09,0,576,0,0
8E030000,SKILL_CH_SPEAR_CHAIN_C_5S_02,0,1065,0,0
8F030000,SKILL_CH_SPEAR_CHAIN_C_5S_03,0,1065,0,0
90030000,SKILL_CH_SPEAR_CHAIN_C_5S_04,0,1065,0,0
91030000,SKILL_CH_SPEAR_CHAIN_C_5S_05,0,1065,0,0
92030000,SKILL_CH_SPEAR_CHAIN_C_5S_06,0,1065,0,0
93030000,SKILL_CH_SPEAR_CHAIN_C_5S_07,0,1065,0,0
94030000,SKILL_CH_SPEAR_CHAIN_C_5S_08,0,1065,0,0
95030000,SKILL_CH_SPEAR_CHAIN_C_5S_09,0,1065,0,0
96030000,SKILL_CH_SPEAR_SHOOT_A_02,0,1165,8000,240
97030000,SKILL_CH_SPEAR_SHOOT_A_03,0,1165,8000,262
98030000,SKILL_CH_SPEAR_SHOOT_A_04,0,1165,8000,286
99030000,SKILL_CH_SPEAR_SHOOT_A_05,0,1165,8000,311
9A030000,SKILL_CH_SPEAR_SHOOT_A_06,0,1165,8000,338
9B030000,SKILL_CH_SPEAR_SHOOT_A_07,0,1165,8000,366
9C030000,SKILL_CH_SPEAR_SHOOT_A_08,0,1165,8000,396
9D030000,SKILL_CH_SPEAR_SHOOT_A_09,0,1165,8000,428
9E030000,SKILL_CH_SPEAR_SHOOT_B_02,0,1256,8000,669
9F030000,SKILL_CH_SPEAR_SHOOT_B_03,0,1256,8000,718
A0030000,SKILL_CH_SPEAR_SHOOT_B_04,0,1256,8000,770
A1030000,SKILL_CH_SPEAR_SHOOT_B_05,0,1256,8000,826
A2030000,SKILL_CH_SPEAR_SHOOT_B_06,0,1256,8000,884
A3030000,SKILL_CH_SPEAR_SHOOT_B_07,0,1256,8000,945
A4030000,SKILL_CH_SPEAR_SHOOT_B_08,0,1256,8000,1011
A5030000,SKILL_CH_SPEAR_SHOOT_B_09,0,1256,8000,1079
A6030000,SKILL_CH_SPEAR_PASSIVE_A_02,0,0,0,0
A7030000,SKILL_CH_SPEAR_PASSIVE_A_03,0,0,0,0
A8030000,SKILL_CH_SPEAR_PASSIVE_A_04,0,0,0,0
A9030000,SKILL_CH_SPEAR_PASSIVE_A_05,0,0,0,0
AA030000,SKILL_CH_SPEAR_PASSIVE_A_06,0,0,0,0
AB030000,SKILL_CH_SPEAR_PASSIVE_A_07,0,0,0,0
AC030000,SKILL_CH_SPEAR_PASSIVE_A_08,0,0,0,0
AD030000,SKILL_CH_SPEAR_PASSIVE_A_09,0,0,0,0
AE030000,SKILL_CH_SPEAR_PASSIVE_A_10,0,0,0,0
AF030000,SKILL_CH_SPEAR_PASSIVE_A_11,0,0,0,0
B1030000,SKILL_CH_BOW_CRITICAL_A_02,0,530,4000,26
B2030000,SKILL_CH_BOW_CRITICAL_A_03,0,530,4000,30
B3030000,SKILL_CH_BOW_CRITICAL_A_04,0,530,4000,36
B4030000,SKILL_CH_BOW_CRITICAL_A_05,0,530,4000,41
B5030000,SKILL_CH_BOW_CRITICAL_A_06,0,530,4000,47
B6030000,SKILL_CH_BOW_CRITICAL_A_07,0,530,4000,54
B7030000,SKILL_CH_BOW_CRITICAL_A_08,0,530,4000,60
B8030000,SKILL_CH_BOW_CRITICAL_A_09,0,530,4000,68
B9030000,SKILL_CH_BOW_CRITICAL_B_02,0,530,4000,135
BA030000,SKILL_CH_BOW_CRITICAL_B_03,0,530,4000,148
BB030000,SKILL_CH_BOW_CRITICAL_B_04,0,530,4000,162
BC030000,SKILL_CH_BOW_CRITICAL_B_05,0,530,4000,177
BD030000,SKILL_CH_BOW_CRITICAL_B_06,0,530,4000,193
BE030000,SKILL_CH_BOW_CRITICAL_B_07,0,530,4000,210
BF030000,SKILL_CH_BOW_CRITICAL_B_08,0,530,4000,228
C0030000,SKILL_CH_BOW_CRITICAL_B_09,0,530,4000,247
C1030000,SKILL_CH_BOW_CRITICAL_C_02,0,530,4000,418
C2030000,SKILL_CH_BOW_CRITICAL_C_03,0,530,4000,450
C3030000,SKILL_CH_BOW_CRITICAL_C_04,0,530,4000,484
C4030000,SKILL_CH_BOW_CRITICAL_C_05,0,530,4000,519
C5030000,SKILL_CH_BOW_CRITICAL_C_06,0,530,4000,557
C6030000,SKILL_CH_BOW_CRITICAL_C_07,0,530,4000,597
C7030000,SKILL_CH_BOW_CRITICAL_C_08,0,530,4000,640
C8030000,SKILL_CH_BOW_CRITICAL_C_09,0,530,4000,685
C9030000,SKILL_CH_BOW_CHAIN_A_02,0,560,4000,18
CA030000,SKILL_CH_BOW_CHAIN_A_03,0,560,4000,21
CB030000,SKILL_CH_BOW_CHAIN_A_04,0,560,4000,24
CC030000,SKILL_CH_BOW_CHAIN_A_05,0,560,4000,28
CD030000,SKILL_CH_BOW_CHAIN_A_06,0,560,4000,32
CE030000,SKILL_CH_BOW_CHAIN_A_07,0,560,4000,36
CF030000,SKILL_CH_BOW_CHAIN_A_08,0,560,4000,40
D0030000,SKILL_CH_BOW_CHAIN_A_09,0,560,4000,44
D1030000,SKILL_CH_BOW_CHAIN_B_02,0,909,4000,99
D2030000,SKILL_CH_BOW_CHAIN_B_03,0,909,4000,108
D3030000,SKILL_CH_BOW_CHAIN_B_04,0,909,4000,118
D4030000,SKILL_CH_BOW_CHAIN_B_05,0,909,4000,129
D5030000,SKILL_CH_BOW_CHAIN_B_06,0,909,4000,140
D6030000,SKILL_CH_BOW_CHAIN_B_07,0,909,4000,152
D7030000,SKILL_CH_BOW_CHAIN_B_08,0,909,4000,165
D8030000,SKILL_CH_BOW_CHAIN_B_09,0,909,4000,178
D9030000,SKILL_CH_BOW_CHAIN_C_02,0,561,4000,321
DA030000,SKILL_CH_BOW_CHAIN_C_03,0,561,4000,345
DB030000,SKILL_CH_BOW_CHAIN_C_04,0,561,4000,371
DC030000,SKILL_CH_BOW_CHAIN_C_05,0,561,4000,398
DD030000,SKILL_CH_BOW_CHAIN_C_06,0,561,4000,427
DE030000,SKILL_CH_BOW_CHAIN_C_07,0,561,4000,457
DF030000,SKILL_CH_BOW_CHAIN_C_08,0,561,4000,489
E0030000,SKILL_CH_BOW_CHAIN_C_09,0,561,4000,523
E1030000,SKILL_CH_BOW_CALL_A_02,0,1000,1000,63
E2030000,SKILL_CH_BOW_CALL_A_03,0,1000,1000,77
E3030000,SKILL_CH_BOW_CALL_A_04,0,1000,1000,93
E4030000,SKILL_CH_BOW_CALL_A_05,0,1000,1000,110
E5030000,SKILL_CH_BOW_CALL_A_06,0,1000,1000,129
E6030000,SKILL_CH_BOW_CALL_A_07,0,1000,1000,149
E7030000,SKILL_CH_BOW_CALL_A_08,0,1000,1000,172
E8030000,SKILL_CH_BOW_CALL_A_09,0,1000,1000,197
E9030000,SKILL_CH_BOW_CALL_A_10,0,1000,1000,224
EA030000,SKILL_CH_BOW_CALL_A_11,0,1000,1000,254
EB030000,SKILL_CH_BOW_CALL_A_12,0,1000,1000,287
EC030000,SKILL_CH_BOW_CALL_B_02,0,1000,1000,257
ED030000,SKILL_CH_BOW_CALL_B_03,0,1000,1000,293
EE030000,SKILL_CH_BOW_CALL_B_04,0,1000,1000,331
EF030000,SKILL_CH_BOW_CALL_B_05,0,1000,1000,373
F0030000,SKILL_CH_BOW_CALL_B_06,0,1000,1000,420
F1030000,SKILL_CH_BOW_CALL_B_07,0,1000,1000,470
F2030000,SKILL_CH_BOW_CALL_B_08,0,1000,1000,525
F3030000,SKILL_CH_BOW_CALL_B_09,0,1000,1000,585
F4030000,SKILL_CH_BOW_CALL_B_10,0,1000,1000,650
F5030000,SKILL_CH_BOW_CALL_B_11,0,1000,1000,722
F6030000,SKILL_CH_BOW_CALL_B_12,0,1000,1000,799
F7030000,SKILL_CH_BOW_CALL_C_02,0,1000,1000,485
F8030000,SKILL_CH_BOW_CALL_C_03,0,1000,1000,539
F9030000,SKILL_CH_BOW_CALL_C_04,0,1000,1000,597
FA030000,SKILL_CH_BOW_CALL_C_05,0,1000,1000,661
FB030000,SKILL_CH_BOW_CALL_C_06,0,1000,1000,730
FC030000,SKILL_CH_BOW_CALL_C_07,0,1000,1000,806
FD030000,SKILL_CH_BOW_CALL_C_08,0,1000,1000,887
FE030000,SKILL_CH_BOW_CALL_C_09,0,1000,1000,976
FF030000,SKILL_CH_BOW_CALL_C_10,0,1000,1000,1073
00040000,SKILL_CH_BOW_CALL_C_11,0,1000,1000,1177
01040000,SKILL_CH_BOW_CALL_C_12,0,1000,1000,1290
02040000,SKILL_CH_BOW_PIERCE_A_02,0,530,5000,57
03040000,SKILL_CH_BOW_PIERCE_A_03,0,530,5000,64
04040000,SKILL_CH_BOW_PIERCE_A_04,0,530,5000,72
05040000,SKILL_CH_BOW_PIERCE_A_05,0,530,5000,80
06040000,SKILL_CH_BOW_PIERCE_A_06,0,530,5000,89
07040000,SKILL_CH_BOW_PIERCE_A_07,0,530,5000,99
08040000,SKILL_CH_BOW_PIERCE_A_08,0,530,5000,109
09040000,SKILL_CH_BOW_PIERCE_A_09,0,530,5000,120
0A040000,SKILL_CH_BOW_PIERCE_B_02,0,530,5000,216
0B040000,SKILL_CH_BOW_PIERCE_B_03,0,530,5000,234
0C040000,SKILL_CH_BOW_PIERCE_B_04,0,530,5000,254
0D040000,SKILL_CH_BOW_PIERCE_B_05,0,530,5000,275
0E040000,SKILL_CH_BOW_PIERCE_B_06,0,530,5000,298
0F040000,SKILL_CH_BOW_PIERCE_B_07,0,530,5000,321
10040000,SKILL_CH_BOW_PIERCE_B_08,0,530,5000,347
11040000,SKILL_CH_BOW_PIERCE_B_09,0,530,5000,373
12040000,SKILL_CH_BOW_PIERCE_C_02,0,530,5000,600
13040000,SKILL_CH_BOW_PIERCE_C_03,0,530,5000,643
14040000,SKILL_CH_BOW_PIERCE_C_04,0,530,5000,688
15040000,SKILL_CH_BOW_PIERCE_C_05,0,530,5000,736
16040000,SKILL_CH_BOW_PIERCE_C_06,0,530,5000,787
17040000,SKILL_CH_BOW_PIERCE_C_07,0,530,5000,840
18040000,SKILL_CH_BOW_PIERCE_C_08,0,530,5000,897
19040000,SKILL_CH_BOW_PIERCE_C_09,0,530,5000,957
1A040000,SKILL_CH_BOW_NORMAL_A_02,0,0,5000,97
1B040000,SKILL_CH_BOW_NORMAL_A_03,0,0,5000,119
1C040000,SKILL_CH_BOW_NORMAL_A_04,0,0,5000,143
1D040000,SKILL_CH_BOW_NORMAL_A_05,0,0,5000,172
1E040000,SKILL_CH_BOW_NORMAL_B_02,0,0,5000,249
1F040000,SKILL_CH_BOW_NORMAL_B_03,0,0,5000,280
20040000,SKILL_CH_BOW_NORMAL_B_04,0,0,5000,313
21040000,SKILL_CH_BOW_NORMAL_B_05,0,0,5000,350
22040000,SKILL_CH_BOW_AREA_A_02,0,530,8000,146
23040000,SKILL_CH_BOW_AREA_A_03,0,530,8000,161
24040000,SKILL_CH_BOW_AREA_A_04,0,530,8000,176
25040000,SKILL_CH_BOW_AREA_A_05,0,530,8000,193
26040000,SKILL_CH_BOW_AREA_A_06,0,530,8000,211
27040000,SKILL_CH_BOW_AREA_A_07,0,530,8000,230
28040000,SKILL_CH_BOW_AREA_A_08,0,530,8000,250
29040000,SKILL_CH_BOW_AREA_A_09,0,530,8000,272
2A040000,SKILL_CH_BOW_AREA_B_02,0,530,8000,435
2B040000,SKILL_CH_BOW_AREA_B_03,0,530,8000,469
2C040000,SKILL_CH_BOW_AREA_B_04,0,530,8000,505
2D040000,SKILL_CH_BOW_AREA_B_05,0,530,8000,542
2E040000,SKILL_CH_BOW_AREA_B_06,0,530,8000,582
2F040000,SKILL_CH_BOW_AREA_B_07,0,530,8000,625
30040000,SKILL_CH_BOW_AREA_B_08,0,530,8000,670
31040000,SKILL_CH_BOW_AREA_B_09,0,530,8000,717
32040000,SKILL_CH_BOW_POWER_A_02,0,530,8000,252
33040000,SKILL_CH_BOW_POWER_A_03,0,530,8000,276
34040000,SKILL_CH_BOW_POWER_A_04,0,530,8000,300
35040000,SKILL_CH_BOW_POWER_A_05,0,530,8000,327
36040000,SKILL_CH_BOW_POWER_A_06,0,530,8000,355
37040000,SKILL_CH_BOW_POWER_A_07,0,530,8000,384
38040000,SKILL_CH_BOW_POWER_A_08,0,530,8000,416
39040000,SKILL_CH_BOW_POWER_A_09,0,530,8000,449
3A040000,SKILL_CH_BOW_POWER_B_02,0,530,8000,627
3B040000,SKILL_CH_BOW_POWER_B_03,0,530,8000,673
3C040000,SKILL_CH_BOW_POWER_B_04,0,530,8000,721
3D040000,SKILL_CH_BOW_POWER_B_05,0,530,8000,773
3E040000,SKILL_CH_BOW_POWER_B_06,0,530,8000,827
3F040000,SKILL_CH_BOW_POWER_B_07,0,530,8000,885
40040000,SKILL_CH_BOW_POWER_B_08,0,530,8000,946
41040000,SKILL_CH_BOW_POWER_B_09,0,530,8000,1011
42040000,SKILL_CH_BOW_PASSIVE_A_02,0,0,0,0
43040000,SKILL_CH_BOW_PASSIVE_A_03,0,0,0,0
44040000,SKILL_CH_BOW_PASSIVE_A_04,0,0,0,0
45040000,SKILL_CH_BOW_PASSIVE_A_05,0,0,0,0
46040000,SKILL_CH_BOW_PASSIVE_A_06,0,0,0,0
47040000,SKILL_CH_BOW_PASSIVE_A_07,0,0,0,0
48040000,SKILL_CH_BOW_PASSIVE_A_08,0,0,0,0
49040000,SKILL_CH_BOW_PASSIVE_A_09,0,0,0,0
4A040000,SKILL_CH_BOW_PASSIVE_A_10,0,0,0,0
4B040000,SKILL_CH_BOW_PASSIVE_A_11,0,0,0,0
4D040000,SKILL_CH_COLD_GIGONGTA_A_02,0,0,5000,63
4E040000,SKILL_CH_COLD_GIGONGTA_A_03,0,0,5000,75
4F040000,SKILL_CH_COLD_GIGONGTA_A_04,0,0,5000,88
50040000,SKILL_CH_COLD_GIGONGTA_A_05,0,0,5000,101
51040000,SKILL_CH_COLD_GIGONGTA_A_06,0,0,5000,116
52040000,SKILL_CH_COLD_GIGONGTA_A_07,0,0,5000,132
53040000,SKILL_CH_COLD_GIGONGTA_A_08,0,0,5000,149
54040000,SKILL_CH_COLD_GIGONGTA_A_09,0,0,5000,166
55040000,SKILL_CH_COLD_GIGONGTA_B_02,0,0,6000,228
56040000,SKILL_CH_COLD_GIGONGTA_B_03,0,0,6000,251
57040000,SKILL_CH_COLD_GIGONGTA_B_04,0,0,6000,275
58040000,SKILL_CH_COLD_GIGONGTA_B_05,0,0,6000,302
59040000,SKILL_CH_COLD_GIGONGTA_B_06,0,0,6000,329
5A040000,SKILL_CH_COLD_GIGONGTA_B_07,0,0,6000,359
5B040000,SKILL_CH_COLD_GIGONGTA_B_08,0,0,6000,391
5C040000,SKILL_CH_COLD_GIGONGTA_B_09,0,0,6000,424
5D040000,SKILL_CH_COLD_GIGONGTA_C_02,0,0,7000,537
5E040000,SKILL_CH_COLD_GIGONGTA_C_03,0,0,7000,580
5F040000,SKILL_CH_COLD_GIGONGTA_C_04,0,0,7000,624
60040000,SKILL_CH_COLD_GIGONGTA_C_05,0,0,7000,672
61040000,SKILL_CH_COLD_GIGONGTA_C_06,0,0,7000,723
62040000,SKILL_CH_COLD_GIGONGTA_C_07,0,0,7000,776
63040000,SKILL_CH_COLD_GIGONGTA_C_08,0,0,7000,833
64040000,SKILL_CH_COLD_GIGONGTA_C_09,0,0,7000,892
65040000,SKILL_CH_COLD_GANGGI_A_02,0,1000,2000,85
66040000,SKILL_CH_COLD_GANGGI_A_03,0,1000,2000,98
67040000,SKILL_CH_COLD_GANGGI_A_04,0,1000,2000,113
68040000,SKILL_CH_COLD_GANGGI_A_05,0,1000,2000,129
69040000,SKILL_CH_COLD_GANGGI_A_06,0,1000,2000,146
6A040000,SKILL_CH_COLD_GANGGI_A_07,0,1000,2000,164
6B040000,SKILL_CH_COLD_GANGGI_A_08,0,1000,2000,183
6C040000,SKILL_CH_COLD_GANGGI_A_09,0,1000,2000,204
6D040000,SKILL_CH_COLD_GANGGI_B_02,0,1000,2000,274
6E040000,SKILL_CH_COLD_GANGGI_B_03,0,1000,2000,300
6F040000,SKILL_CH_COLD_GANGGI_B_04,0,1000,2000,328
70040000,SKILL_CH_COLD_GANGGI_B_05,0,1000,2000,358
71040000,SKILL_CH_COLD_GANGGI_B_06,0,1000,2000,390
72040000,SKILL_CH_COLD_GANGGI_B_07,0,1000,2000,424
73040000,SKILL_CH_COLD_GANGGI_B_08,0,1000,2000,460
74040000,SKILL_CH_COLD_GANGGI_B_09,0,1000,2000,498
75040000,SKILL_CH_COLD_GANGGI_C_02,0,1000,2000,627
76040000,SKILL_CH_COLD_GANGGI_C_03,0,1000,2000,675
77040000,SKILL_CH_COLD_GANGGI_C_04,0,1000,2000,726
78040000,SKILL_CH_COLD_GANGGI_C_05,0,1000,2000,780
79040000,SKILL_CH_COLD_GANGGI_C_06,0,1000,2000,837
7A040000,SKILL_CH_COLD_GANGGI_C_07,0,1000,2000,898
7B040000,SKILL_CH_COLD_GANGGI_C_08,0,1000,2000,962
7C040000,SKILL_CH_COLD_GANGGI_C_09,0,1000,2000,1030
7D040000,SKILL_CH_COLD_GIGONGJANG_A_02,0,1000,4000,121
7E040000,SKILL_CH_COLD_GIGONGJANG_A_03,0,1000,4000,146
7F040000,SKILL_CH_COLD_GIGONGJANG_A_04,0,1000,4000,173
80040000,SKILL_CH_COLD_GIGONGJANG_A_05,0,1000,4000,204
81040000,SKILL_CH_COLD_GIGONGJANG_A_06,0,1000,4000,237
82040000,SKILL_CH_COLD_GIGONGJANG_B_02,0,1000,4000,343
83040000,SKILL_CH_COLD_GIGONGJANG_B_03,0,1000,4000,390
84040000,SKILL_CH_COLD_GIGONGJANG_B_04,0,1000,4000,442
85040000,SKILL_CH_COLD_GIGONGJANG_B_05,0,1000,4000,498
86040000,SKILL_CH_COLD_GIGONGJANG_B_06,0,1000,4000,559
87040000,SKILL_CH_COLD_GIGONGJANG_C_02,0,1000,4000,753
88040000,SKILL_CH_COLD_GIGONGJANG_C_03,0,1000,4000,837
89040000,SKILL_CH_COLD_GIGONGJANG_C_04,0,1000,4000,930
8A040000,SKILL_CH_COLD_GIGONGJANG_C_05,0,1000,4000,1030
8B040000,SKILL_CH_COLD_GIGONGJANG_C_06,0,1000,4000,1139
8C040000,SKILL_CH_COLD_BINGBYEOK_A_02,0,1000,10000,197
8D040000,SKILL_CH_COLD_BINGBYEOK_A_03,0,1000,10000,232
8E040000,SKILL_CH_COLD_BINGBYEOK_A_04,0,1000,10000,271
8F040000,SKILL_CH_COLD_BINGBYEOK_A_05,0,1000,10000,313
90040000,SKILL_CH_COLD_BINGBYEOK_A_06,0,1000,10000,360
91040000,SKILL_CH_COLD_BINGBYEOK_B_02,0,1000,10000,509
92040000,SKILL_CH_COLD_BINGBYEOK_B_03,0,1000,10000,574
93040000,SKILL_CH_COLD_BINGBYEOK_B_04,0,1000,10000,646
94040000,SKILL_CH_COLD_BINGBYEOK_B_05,0,1000,10000,724
95040000,SKILL_CH_COLD_BINGBYEOK_B_06,0,1000,10000,810
96040000,SKILL_CH_COLD_BINGBYEOK_C_02,0,1000,10000,1078
97040000,SKILL_CH_COLD_BINGBYEOK_C_03,0,1000,10000,1195
98040000,SKILL_CH_COLD_BINGBYEOK_C_04,0,1000,10000,1322
99040000,SKILL_CH_COLD_BINGBYEOK_C_05,0,1000,10000,1461
9A040000,SKILL_CH_COLD_BINGBYEOK_C_06,0,1000,10000,1611
9B040000,SKILL_CH_COLD_BINGPAN_A_02,0,0,6000,271
9C040000,SKILL_CH_COLD_BINGPAN_A_03,0,0,6000,313
9D040000,SKILL_CH_COLD_BINGPAN_A_04,0,0,6000,360
9E040000,SKILL_CH_COLD_BINGPAN_A_05,0,0,6000,412
9F040000,SKILL_CH_COLD_BINGPAN_A_06,0,0,6000,468
A0040000,SKILL_CH_COLD_BINGPAN_A_07,0,0,6000,530
A1040000,SKILL_CH_COLD_BINGPAN_A_08,0,0,6000,598
A2040000,SKILL_CH_COLD_BINGPAN_A_09,0,0,6000,671
A3040000,SKILL_CH_COLD_BINGPAN_A_10,0,0,6000,752
A4040000,SKILL_CH_COLD_BINGPAN_A_11,0,0,6000,840
A5040000,SKILL_CH_COLD_BINGPAN_A_12,0,0,6000,936
A6040000,SKILL_CH_COLD_BINGPAN_B_02,0,0,6000,808
A7040000,SKILL_CH_COLD_BINGPAN_B_03,0,0,6000,905
A8040000,SKILL_CH_COLD_BINGPAN_B_04,0,0,6000,1012
A9040000,SKILL_CH_COLD_BINGPAN_B_05,0,0,6000,1129
AA040000,SKILL_CH_COLD_BINGPAN_B_06,0,0,6000,1256
AB040000,SKILL_CH_COLD_BINGPAN_B_07,0,0,6000,1394
AC040000,SKILL_CH_COLD_BINGPAN_B_08,0,0,6000,1545
AD040000,SKILL_CH_COLD_BINGPAN_B_09,0,0,6000,1709
AE040000,SKILL_CH_COLD_BINGPAN_B_10,0,0,6000,1887
AF040000,SKILL_CH_COLD_BINGPAN_B_11,0,0,6000,2081
B0040000,SKILL_CH_COLD_BINGPAN_B_12,0,0,6000,2291
B1040000,SKILL_CH_COLD_GIGONGSUL_A_02,0,1000,4000,382
B2040000,SKILL_CH_COLD_GIGONGSUL_A_03,0,1000,4000,418
B3040000,SKILL_CH_COLD_GIGONGSUL_A_04,0,1000,4000,456
B4040000,SKILL_CH_COLD_GIGONGSUL_A_05,0,1000,4000,496
B5040000,SKILL_CH_COLD_GIGONGSUL_A_06,0,1000,4000,539
B6040000,SKILL_CH_COLD_GIGONGSUL_A_07,0,1000,4000,585
B7040000,SKILL_CH_COLD_GIGONGSUL_A_08,0,1000,4000,633
B8040000,SKILL_CH_COLD_GIGONGSUL_A_09,0,1000,4000,685
B9040000,SKILL_CH_COLD_GIGONGSUL_A_10,0,1000,4000,739
BA040000,SKILL_CH_COLD_GIGONGSUL_A_11,0,1000,4000,797
BB040000,SKILL_CH_COLD_GIGONGSUL_A_12,0,1000,4000,858
BC040000,SKILL_CH_COLD_GIGONGSUL_A_13,0,1000,4000,923
BD040000,SKILL_CH_COLD_GIGONGSUL_A_14,0,1000,4000,992
BE040000,SKILL_CH_COLD_GIGONGSUL_A_15,0,1000,4000,1065
BF040000,SKILL_CH_COLD_GIGONGSUL_A_16,0,1000,4000,1142
C0040000,SKILL_CH_COLD_GIGONGSUL_A_17,0,1000,4000,1224
C1040000,SKILL_CH_COLD_GIGONGSUL_A_18,0,1000,4000,1310
C2040000,SKILL_CH_COLD_GIGONGSUL_B_02,0,1000,10000,1299
C3040000,SKILL_CH_COLD_GIGONGSUL_B_03,0,1000,10000,1397
C4040000,SKILL_CH_COLD_GIGONGSUL_B_04,0,1000,10000,1501
C5040000,SKILL_CH_COLD_GIGONGSUL_B_05,0,1000,10000,1612
C6040000,SKILL_CH_COLD_GIGONGSUL_B_06,0,1000,10000,1728
C7040000,SKILL_CH_COLD_GIGONGSUL_B_07,0,1000,10000,1852
C8040000,SKILL_CH_COLD_GIGONGSUL_B_08,0,1000,10000,1983
C9040000,SKILL_CH_COLD_GIGONGSUL_B_09,0,1000,10000,2121
CA040000,SKILL_CH_COLD_GIGONGSUL_B_10,0,1000,10000,2267
CB040000,SKILL_CH_COLD_GIGONGSUL_B_11,0,1000,10000,2425
CC040000,SKILL_CH_COLD_GIGONGSUL_B_12,0,1000,10000,2635
CD040000,SKILL_CH_COLD_GIGONGSUL_B_13,0,1000,10000,2902
CE040000,SKILL_CH_COLD_GIGONGSUL_B_14,0,1000,10000,3231
CF040000,SKILL_CH_COLD_GIGONGSUL_B_15,0,1000,10000,3627
D0040000,SKILL_CH_COLD_GIGONGSUL_B_16,0,1000,10000,4096
D1040000,SKILL_CH_COLD_GIGONGSUL_B_17,0,1000,10000,4642
D2040000,SKILL_CH_COLD_GIGONGSUL_B_18,0,1000,10000,5273
