//ID,Name,Type,GroupType,Level,CastTime,Cooldown,ObjectReq,UsingType,Force,MP
9244,Sudden Twist,SKILL_EU_WARRIOR_DUALA_TWIST_B3_15,SKILL_EU_WARRIOR_DUALA_TWIST_B,15,820,0,1,2,513,0
9250,SKILL_EU_WARRIOR_DUALA_STUN_A_06,SKILL_EU_WARRIOR_DUALA_STUN_A_06,SKILL_EU_WARRIOR_DUALA_STUN_A,6,1072,20000,1,2,513,1164
9286,SKILL_EU_WARRIOR_DUALA_COUNTER_B_12,SKILL_EU_WARRIOR_DUALA_COUNTER_B_12,SKILL_EU_WARRIOR_DUALA_COUNTER_B,12,912,4000,1,2,513,2013
9287,SKILL_EU_WARRIOR_DUALA_COUNTER_B_13,SKILL_EU_WARRIOR_DUALA_COUNTER_B_13,SKILL_EU_WARRIOR_DUALA_COUNTER_B,13,912,4000,1,2,513,2244
9299,SKILL_EU_WARRIOR_DUALA_COUNTER_B2_12,SKILL_EU_WARRIOR_DUALA_COUNTER_B2_12,SKILL_EU_WARRIOR_DUALA_COUNTER_B,12,944,0,1,2,513,0
9300,SKILL_EU_WARRIOR_DUALA_COUNTER_B2_13,SKILL_EU_WARRIOR_DUALA_COUNTER_B2_13,SKILL_EU_WARRIOR_DUALA_COUNTER_B,13,944,0,1,2,513,0
9312,SKILL_EU_WARRIOR_DUALA_COUNTER_B3_12,SKILL_EU_WARRIOR_DUALA_COUNTER_B3_12,SKILL_EU_WARRIOR_DUALA_COUNTER_B,12,877,0,1,2,513,0
9313,SKILL_EU_WARRIOR_DUALA_COUNTER_B3_13,SKILL_EU_WARRIOR_DUALA_COUNTER_B3_13,SKILL_EU_WARRIOR_DUALA_COUNTER_B,13,877,0,1,2,513,0
9340,SKILL_EU_WARRIOR_DUALA_WHIRLWIND_B_09,SKILL_EU_WARRIOR_DUALA_WHIRLWIND_B_09,SKILL_EU_WARRIOR_DUALA_WHIRLWIND_B,9,1130,4000,1,2,513,1647
9341,SKILL_EU_WARRIOR_DUALA_WHIRLWIND_B_10,SKILL_EU_WARRIOR_DUALA_WHIRLWIND_B_10,SKILL_EU_WARRIOR_DUALA_WHIRLWIND_B,10,1130,4000,1,2,513,1837
9342,SKILL_EU_WARRIOR_DUALA_WHIRLWIND_B_11,SKILL_EU_WARRIOR_DUALA_WHIRLWIND_B_11,SKILL_EU_WARRIOR_DUALA_WHIRLWIND_B,11,1130,4000,1,2,513,2048
9351,SKILL_EU_WARRIOR_DUALA_WHIRLWIND_B2_09,SKILL_EU_WARRIOR_DUALA_WHIRLWIND_B2_09,SKILL_EU_WARRIOR_DUALA_WHIRLWIND_B,9,1203,0,1,2,513,0
9352,SKILL_EU_WARRIOR_DUALA_WHIRLWIND_B2_10,SKILL_EU_WARRIOR_DUALA_WHIRLWIND_B2_10,SKILL_EU_WARRIOR_DUALA_WHIRLWIND_B,10,1203,0,1,2,513,0
9353,SKILL_EU_WARRIOR_DUALA_WHIRLWIND_B2_11,SKILL_EU_WARRIOR_DUALA_WHIRLWIND_B2_11,SKILL_EU_WARRIOR_DUALA_WHIRLWIND_B,11,1203,0,1,2,513,0
21226,SKILL_EU_WARRIOR_GUARDA_MAGIC_BLOCK_A_08,SKILL_EU_WARRIOR_GUARDA_MAGIC_BLOCK_A_08,SKILL_EU_WARRIOR_GUARDA_MAGIC_BLOCK_A,8,500,180000,1,1,513,715
21227,SKILL_EU_WARRIOR_GUARDA_MAGIC_BLOCK_A_09,SKILL_EU_WARRIOR_GUARDA_MAGIC_BLOCK_A_09,SKILL_EU_WARRIOR_GUARDA_MAGIC_BLOCK_A,9,500,180000,1,1,513,842
30168,SKILL_EU_WARRIOR_ONEHANDA_STRIKE_A_29,SKILL_EU_WARRIOR_ONEHANDA_STRIKE_A_29,SKILL_EU_WARRIOR_ONEHANDA_STRIKE_A,29,1666,2166,1,2,513,612
30169,SKILL_EU_WARRIOR_ONEHANDA_STRIKE_A_30,SKILL_EU_WARRIOR_ONEHANDA_STRIKE_A_30,SKILL_EU_WARRIOR_ONEHANDA_STRIKE_A,30,1666,2166,1,2,513,682
30170,Turn Rising,SKILL_EU_WARRIOR_TWOHANDA_RISING_A_28,SKILL_EU_WARRIOR_TWOHANDA_RISING_A,28,1600,4000,1,2,513,1051
9365,SKILL_EU_ROG_STEALTHP_TIME_A_10,SKILL_EU_ROG_STEALTHP_TIME_A_10,SKILL_EU_ROG_STEALTHP_TIME_A,10,0,0,0,0,515,0
9370,Scorn,SKILL_EU_ROG_STEALTHA_CHANGE_A_05,SKILL_EU_ROG_STEALTHA_CHANGE_A,5,500,30000,1,1,515,776
9383,SKILL_EU_ROG_STEALTHA_HIDING_B_05,SKILL_EU_ROG_STEALTHA_HIDING_B_05,SKILL_EU_ROG_STEALTHA_HIDING_B,5,526,20000,0,1,515,889
9393,SKILL_EU_ROG_STEALTHA_DETECT_B_05,SKILL_EU_ROG_STEALTHA_DETECT_B_05,SKILL_EU_ROG_STEALTHA_DETECT_B,5,1166,10000,0,1,515,445
9401,SKILL_EU_ROG_STEALTHA_POINT_B_04,SKILL_EU_ROG_STEALTHA_POINT_B_04,SKILL_EU_ROG_STEALTHA_POINT_B,4,0,10000,1,1,515,1334
9412,Vein Weapon,SKILL_EU_ROG_POISONA_BLADE_B_05,SKILL_EU_ROG_POISONA_BLADE_B,5,0,10000,0,1,515,755
9422,Vein Circle,SKILL_EU_ROG_POISONA_GUARD_B_05,SKILL_EU_ROG_POISONA_GUARD_B,5,1166,60000,0,1,515,2527
9431,Bane Field,SKILL_EU_ROG_POISONA_ROUND_B_03,SKILL_EU_ROG_POISONA_ROUND_B,3,1166,7000,0,1,515,798
9439,Vein Trap,SKILL_EU_ROG_POISONA_FIELD_B_02,SKILL_EU_ROG_POISONA_FIELD_B,2,1166,60000,0,1,515,1511
9450,SKILL_EU_ROG_TRANSFORMA_MASK_B_06,SKILL_EU_ROG_TRANSFORMA_MASK_B_06,SKILL_EU_ROG_TRANSFORMA_MASK_B,6,1166,5000,1,2,515,1334
9482,Crossbow Power Up,SKILL_EU_ROG_BOWP_DAMAGE_A_28,SKILL_EU_ROG_BOWP_DAMAGE_A,28,0,0,0,0,515,0
9483,Crossbow Power Up,SKILL_EU_ROG_BOWP_DAMAGE_A_29,SKILL_EU_ROG_BOWP_DAMAGE_A,29,0,0,0,0,515,0
9484,Crossbow Power Up,SKILL_EU_ROG_BOWP_DAMAGE_A_30,SKILL_EU_ROG_BOWP_DAMAGE_A,30,0,0,0,0,515,0
9500,SKILL_EU_ROG_BOWP_ABSORB_A_11,SKILL_EU_ROG_BOWP_ABSORB_A_11,SKILL_EU_ROG_BOWP_ABSORB_A,11,0,0,0,0,515,0
9517,Crossbow Extreme,SKILL_EU_ROG_BOWP_MAD_BOW_UP_A_17,SKILL_EU_ROG_BOWP_MAD_BOW_UP_A,17,1166,20000,0,1,515,1197
9545,Intense Shot,SKILL_EU_ROG_BOWA_POWER_B_17,SKILL_EU_ROG_BOWA_POWER_B,17,422,4000,1,2,515,655
9562,Intense Shot,SKILL_EU_ROG_BOWA_POWER_B2_17,SKILL_EU_ROG_BOWA_POWER_B,17,778,0,1,2,515,0
9588,Rapid Shot,SKILL_EU_ROG_BOWA_FAST_B_14,SKILL_EU_ROG_BOWA_FAST_B,14,733,733,1,2,515,362
9589,Rapid Shot,SKILL_EU_ROG_BOWA_FAST_B_15,SKILL_EU_ROG_BOWA_FAST_B,15,733,733,1,2,515,404
9613,SKILL_EU_ROG_BOWA_RANGE_B_12,SKILL_EU_ROG_BOWA_RANGE_B_12,SKILL_EU_ROG_BOWA_RANGE_B,12,733,6000,1,2,515,2416
9614,SKILL_EU_ROG_BOWA_RANGE_B_13,SKILL_EU_ROG_BOWA_RANGE_B_13,SKILL_EU_ROG_BOWA_RANGE_B,13,733,6000,1,2,515,2694
9632,SKILL_EU_ROG_BOWA_KNOCK_B_09,SKILL_EU_ROG_BOWA_KNOCK_B_09,SKILL_EU_ROG_BOWA_KNOCK_B,9,422,6000,1,2,515,1395
9633,SKILL_EU_ROG_BOWA_KNOCK_B_10,SKILL_EU_ROG_BOWA_KNOCK_B_10,SKILL_EU_ROG_BOWA_KNOCK_B,10,422,6000,1,2,515,1556
9634,SKILL_EU_ROG_BOWA_KNOCK_B_11,SKILL_EU_ROG_BOWA_KNOCK_B_11,SKILL_EU_ROG_BOWA_KNOCK_B,11,422,6000,1,2,515,1734
9643,SKILL_EU_ROG_BOWA_KNOCK_B2_09,SKILL_EU_ROG_BOWA_KNOCK_B2_09,SKILL_EU_ROG_BOWA_KNOCK_B,9,778,0,1,2,515,0
9644,SKILL_EU_ROG_BOWA_KNOCK_B2_10,SKILL_EU_ROG_BOWA_KNOCK_B2_10,SKILL_EU_ROG_BOWA_KNOCK_B,10,778,0,1,2,515,0
9645,SKILL_EU_ROG_BOWA_KNOCK_B2_11,SKILL_EU_ROG_BOWA_KNOCK_B2_11,SKILL_EU_ROG_BOWA_KNOCK_B,11,778,0,1,2,515,0
9673,Dagger Power Up,SKILL_EU_ROG_POIS_DAGP_DAMAGE_A_28,SKILL_EU_ROG_POIS_DAGP_DAMAGE_A,28,0,0,0,0,515,0
9674,Dagger Power Up,SKILL_EU_ROG_POIS_DAGP_DAMAGE_A_29,SKILL_EU_ROG_POIS_DAGP_DAMAGE_A,29,0,0,0,0,515,0
9675,Dagger Power Up,SKILL_EU_ROG_POIS_DAGP_DAMAGE_A_30,SKILL_EU_ROG_POIS_DAGP_DAMAGE_A,30,0,0,0,0,515,0
9687,Hawk Eye,SKILL_EU_ROG_POIS_DAGP_HITRATE_A_12,SKILL_EU_ROG_POIS_DAGP_HITRATE_A,12,0,0,0,0,515,0
9704,Dagger Desperate,SKILL_EU_ROG_POIS_DAGP_DAGGAR_UP_A_17,SKILL_EU_ROG_POIS_DAGP_DAGGAR_UP_A,17,1166,20000,0,1,515,1197
9715,SKILL_EU_ROG_POIS_DAGP_POISON_A_11,SKILL_EU_ROG_POIS_DAGP_POISON_A_11,SKILL_EU_ROG_POIS_DAGP_POISON_A,11,0,0,0,0,515,0
9722,Venom Extension,SKILL_EU_ROG_POIS_DAGP_MAINTAIN_A_07,SKILL_EU_ROG_POIS_DAGP_MAINTAIN_A,7,0,0,0,0,515,0
9737,SKILL_EU_ROG_STEALTHP_DAMAGE_A_15,SKILL_EU_ROG_STEALTHP_DAMAGE_A_15,SKILL_EU_ROG_STEALTHP_DAMAGE_A,15,0,0,0,0,515,0
9738,SKILL_EU_ROG_STEALTHP_DAMAGE_A_16,SKILL_EU_ROG_STEALTHP_DAMAGE_A_16,SKILL_EU_ROG_STEALTHP_DAMAGE_A,16,0,0,0,0,515,0
9743,Quick Step,SKILL_EU_ROG_STEALTHP_MSPEED_A_05,SKILL_EU_ROG_STEALTHP_MSPEED_A,5,0,0,0,0,515,0
9771,SKILL_EU_ROG_DAGGERA_CHAIN_A_28,SKILL_EU_ROG_DAGGERA_CHAIN_A_28,SKILL_EU_ROG_DAGGERA_CHAIN_A,28,1600,3000,1,2,515,619
9772,SKILL_EU_ROG_DAGGERA_CHAIN_A_29,SKILL_EU_ROG_DAGGERA_CHAIN_A_29,SKILL_EU_ROG_DAGGERA_CHAIN_A,29,1600,3000,1,2,515,691
9773,SKILL_EU_ROG_DAGGERA_CHAIN_A_30,SKILL_EU_ROG_DAGGERA_CHAIN_A_30,SKILL_EU_ROG_DAGGERA_CHAIN_A,30,1600,3000,1,2,515,770
9799,Mortal Wounds,SKILL_EU_ROG_DAGGERA_WOUND_B_14,SKILL_EU_ROG_DAGGERA_WOUND_B,14,783,7000,1,2,515,1859
9800,Mortal Wounds,SKILL_EU_ROG_DAGGERA_WOUND_B_15,SKILL_EU_ROG_DAGGERA_WOUND_B,15,783,7000,1,2,515,2074
9801,Mortal Wounds,SKILL_EU_ROG_DAGGERA_WOUND_B_16,SKILL_EU_ROG_DAGGERA_WOUND_B,16,783,7000,1,2,515,2311
9815,Mortal Wounds,SKILL_EU_ROG_DAGGERA_WOUND_B2_14,SKILL_EU_ROG_DAGGERA_WOUND_B,14,694,0,1,2,515,0
9816,Mortal Wounds,SKILL_EU_ROG_DAGGERA_WOUND_B2_15,SKILL_EU_ROG_DAGGERA_WOUND_B,15,694,0,1,2,515,0
9817,Mortal Wounds,SKILL_EU_ROG_DAGGERA_WOUND_B2_16,SKILL_EU_ROG_DAGGERA_WOUND_B,16,694,0,1,2,515,0
9831,Mortal Wounds,SKILL_EU_ROG_DAGGERA_WOUND_B3_14,SKILL_EU_ROG_DAGGERA_WOUND_B,14,1189,0,1,2,515,0
9832,Mortal Wounds,SKILL_EU_ROG_DAGGERA_WOUND_B3_15,SKILL_EU_ROG_DAGGERA_WOUND_B,15,1189,0,1,2,515,0
9833,Mortal Wounds,SKILL_EU_ROG_DAGGERA_WOUND_B3_16,SKILL_EU_ROG_DAGGERA_WOUND_B,16,1189,0,1,2,515,0
9845,SKILL_EU_ROG_DAGGERA_SPEED_A_12,SKILL_EU_ROG_DAGGERA_SPEED_A_12,SKILL_EU_ROG_DAGGERA_SPEED_A,12,0,120000,0,1,515,2379
9869,SKILL_EU_ROG_DAGGERA_SCREW_A_24,SKILL_EU_ROG_DAGGERA_SCREW_A_24,SKILL_EU_ROG_DAGGERA_SCREW_A,24,571,10000,1,2,515,929
9870,SKILL_EU_ROG_DAGGERA_SCREW_A_25,SKILL_EU_ROG_DAGGERA_SCREW_A_25,SKILL_EU_ROG_DAGGERA_SCREW_A,25,571,10000,1,2,515,1037
9871,SKILL_EU_ROG_DAGGERA_SCREW_A_26,SKILL_EU_ROG_DAGGERA_SCREW_A_26,SKILL_EU_ROG_DAGGERA_SCREW_A,26,571,10000,1,2,515,1155
9898,Butterfly Blow,SKILL_EU_ROG_DAGGERA_SLASH_B_09,SKILL_EU_ROG_DAGGERA_SLASH_B,9,947,10000,1,2,515,2324
9899,Butterfly Blow,SKILL_EU_ROG_DAGGERA_SLASH_B_10,SKILL_EU_ROG_DAGGERA_SLASH_B,10,947,10000,1,2,515,2593
9900,Butterfly Blow,SKILL_EU_ROG_DAGGERA_SLASH_B_11,SKILL_EU_ROG_DAGGERA_SLASH_B,11,947,10000,1,2,515,2890
9909,Butterfly Blow,SKILL_EU_ROG_DAGGERA_SLASH_B2_09,SKILL_EU_ROG_DAGGERA_SLASH_B,9,853,0,1,2,515,0
9910,Butterfly Blow,SKILL_EU_ROG_DAGGERA_SLASH_B2_10,SKILL_EU_ROG_DAGGERA_SLASH_B,10,853,0,1,2,515,0
9911,Butterfly Blow,SKILL_EU_ROG_DAGGERA_SLASH_B2_11,SKILL_EU_ROG_DAGGERA_SLASH_B,11,853,0,1,2,515,0
9920,Butterfly Blow,SKILL_EU_ROG_DAGGERA_SLASH_B3_09,SKILL_EU_ROG_DAGGERA_SLASH_B,9,700,0,1,2,515,0
9921,Butterfly Blow,SKILL_EU_ROG_DAGGERA_SLASH_B3_10,SKILL_EU_ROG_DAGGERA_SLASH_B,10,700,0,1,2,515,0
9922,Butterfly Blow,SKILL_EU_ROG_DAGGERA_SLASH_B3_11,SKILL_EU_ROG_DAGGERA_SLASH_B,11,700,0,1,2,515,0
9941,SKILL_EU_ROG_STEALTHA_ATTACK_A_19,SKILL_EU_ROG_STEALTHA_ATTACK_A_19,SKILL_EU_ROG_STEALTHA_ATTACK_A,19,1124,14000,1,2,515,2682
9942,SKILL_EU_ROG_STEALTHA_ATTACK_A_20,SKILL_EU_ROG_STEALTHA_ATTACK_A_20,SKILL_EU_ROG_STEALTHA_ATTACK_A,20,1124,14000,1,2,515,2992
9943,SKILL_EU_ROG_STEALTHA_ATTACK_A_21,SKILL_EU_ROG_STEALTHA_ATTACK_A_21,SKILL_EU_ROG_STEALTHA_ATTACK_A,21,1124,14000,1,2,515,3336
10653,Dark Seed,SKILL_EU_WARLOCK_MINDP_DAMAGE_A_28,SKILL_EU_WARLOCK_MINDP_DAMAGE_A,28,0,0,0,0,516,0
10654,Dark Seed,SKILL_EU_WARLOCK_MINDP_DAMAGE_A_29,SKILL_EU_WARLOCK_MINDP_DAMAGE_A,29,0,0,0,0,516,0
10655,Dark Seed,SKILL_EU_WARLOCK_MINDP_DAMAGE_A_30,SKILL_EU_WARLOCK_MINDP_DAMAGE_A,30,0,0,0,0,516,0
10660,SKILL_EU_WARLOCK_MINDP_MAINTAIN_A_05,SKILL_EU_WARLOCK_MINDP_MAINTAIN_A_05,SKILL_EU_WARLOCK_MINDP_MAINTAIN_A,5,0,0,0,0,516,0
10688,SKILL_EU_WARLOCK_DOTA_BURN_A_28,SKILL_EU_WARLOCK_DOTA_BURN_A_28,SKILL_EU_WARLOCK_DOTA_BURN_A,28,1166,3000,1,2,516,2612
10689,SKILL_EU_WARLOCK_DOTA_BURN_A_29,SKILL_EU_WARLOCK_DOTA_BURN_A_29,SKILL_EU_WARLOCK_DOTA_BURN_A,29,1166,3000,1,2,516,2925
10706,Dark Blaze,SKILL_EU_WARLOCK_DOTA_BURN_B_17,SKILL_EU_WARLOCK_DOTA_BURN_B,17,1166,10000,1,2,516,5528
10707,Dark Blaze,SKILL_EU_WARLOCK_DOTA_BURN_B_18,SKILL_EU_WARLOCK_DOTA_BURN_B,18,1166,10000,1,2,516,6188
10734,Toxin ,SKILL_EU_WARLOCK_DOTA_POISON_A_27,SKILL_EU_WARLOCK_DOTA_POISON_A,27,500,3000,1,2,516,2764
10735,Toxin ,SKILL_EU_WARLOCK_DOTA_POISON_A_28,SKILL_EU_WARLOCK_DOTA_POISON_A,28,500,3000,1,2,516,3094
10749,Toxin Invasion,SKILL_EU_WARLOCK_DOTA_POISON_B_14,SKILL_EU_WARLOCK_DOTA_POISON_B,14,1166,10000,1,2,516,5224
10750,Toxin Invasion,SKILL_EU_WARLOCK_DOTA_POISON_B_15,SKILL_EU_WARLOCK_DOTA_POISON_B,15,1166,10000,1,2,516,5850
10751,Toxin Invasion,SKILL_EU_WARLOCK_DOTA_POISON_B_16,SKILL_EU_WARLOCK_DOTA_POISON_B,16,1166,10000,1,2,516,6544
10775,SKILL_EU_WARLOCK_DOTA_BLOODING_A_24,SKILL_EU_WARLOCK_DOTA_BLOODING_A_24,SKILL_EU_WARLOCK_DOTA_BLOODING_A,24,500,3000,1,2,516,2612
10776,SKILL_EU_WARLOCK_DOTA_BLOODING_A_25,SKILL_EU_WARLOCK_DOTA_BLOODING_A_25,SKILL_EU_WARLOCK_DOTA_BLOODING_A,25,500,3000,1,2,516,2925
10788,Dark Decayed,SKILL_EU_WARLOCK_DOTA_BLOODING_B_12,SKILL_EU_WARLOCK_DOTA_BLOODING_B,12,1166,10000,1,2,516,5528
10789,Dark Decayed,SKILL_EU_WARLOCK_DOTA_BLOODING_B_13,SKILL_EU_WARLOCK_DOTA_BLOODING_B,13,1166,10000,1,2,516,6188
10808,SKILL_EU_WARLOCK_DOTA_DISEASE_A_19,SKILL_EU_WARLOCK_DOTA_DISEASE_A_19,SKILL_EU_WARLOCK_DOTA_DISEASE_A,19,1166,3000,1,2,516,2612
10809,SKILL_EU_WARLOCK_DOTA_DISEASE_A_20,SKILL_EU_WARLOCK_DOTA_DISEASE_A_20,SKILL_EU_WARLOCK_DOTA_DISEASE_A,20,1166,3000,1,2,516,2925
10810,SKILL_EU_WARLOCK_DOTA_DISEASE_A_21,SKILL_EU_WARLOCK_DOTA_DISEASE_A_21,SKILL_EU_WARLOCK_DOTA_DISEASE_A,21,1166,3000,1,2,516,3272
10819,SKILL_EU_WARLOCK_DOTA_DISEASE_B_09,SKILL_EU_WARLOCK_DOTA_DISEASE_B_09,SKILL_EU_WARLOCK_DOTA_DISEASE_B,9,1166,10000,1,2,516,5224
10820,SKILL_EU_WARLOCK_DOTA_DISEASE_B_10,SKILL_EU_WARLOCK_DOTA_DISEASE_B_10,SKILL_EU_WARLOCK_DOTA_DISEASE_B,10,1166,10000,1,2,516,5850
10821,SKILL_EU_WARLOCK_DOTA_DISEASE_B_11,SKILL_EU_WARLOCK_DOTA_DISEASE_B_11,SKILL_EU_WARLOCK_DOTA_DISEASE_B,11,1166,10000,1,2,516,6544
10832,Physical Raze,SKILL_EU_WARLOCK_RAZEA_PHYSICAL_A_11,SKILL_EU_WARLOCK_RAZEA_PHYSICAL_A,11,500,2000,1,2,516,3799
10838,SKILL_EU_WARLOCK_RAZEA_PHYSICAL_B_06,SKILL_EU_WARLOCK_RAZEA_PHYSICAL_B_06,SKILL_EU_WARLOCK_RAZEA_PHYSICAL_B,6,1166,7000,1,2,516,5361
10848,Medical Raze,SKILL_EU_WARLOCK_RAZEA_MAGICAL_A_10,SKILL_EU_WARLOCK_RAZEA_MAGICAL_A,10,500,2000,1,2,516,4021
10853,SKILL_EU_WARLOCK_RAZEA_MAGICAL_B_05,SKILL_EU_WARLOCK_RAZEA_MAGICAL_B_05,SKILL_EU_WARLOCK_RAZEA_MAGICAL_B,5,1166,7000,1,2,516,5672
10862,SKILL_EU_WARLOCK_RAZEA_STR_A_09,SKILL_EU_WARLOCK_RAZEA_STR_A_09,SKILL_EU_WARLOCK_RAZEA_STR_A,9,500,2000,1,2,516,3799
10866,SKILL_EU_WARLOCK_RAZEA_STR_B_04,SKILL_EU_WARLOCK_RAZEA_STR_B_04,SKILL_EU_WARLOCK_RAZEA_STR_B,4,1166,7000,1,2,516,5361
10874,SKILL_EU_WARLOCK_RAZEA_INT_A_08,SKILL_EU_WARLOCK_RAZEA_INT_A_08,SKILL_EU_WARLOCK_RAZEA_INT_A,8,500,2000,1,2,516,4021
10877,SKILL_EU_WARLOCK_RAZEA_INT_B_03,SKILL_EU_WARLOCK_RAZEA_INT_B_03,SKILL_EU_WARLOCK_RAZEA_INT_B,3,1166,7000,1,2,516,6000
10905,SKILL_EU_WARLOCK_BLOODP_DAMAGE_A_28,SKILL_EU_WARLOCK_BLOODP_DAMAGE_A_28,SKILL_EU_WARLOCK_BLOODP_DAMAGE_A,28,0,0,0,0,516,0
10906,SKILL_EU_WARLOCK_BLOODP_DAMAGE_A_29,SKILL_EU_WARLOCK_BLOODP_DAMAGE_A_29,SKILL_EU_WARLOCK_BLOODP_DAMAGE_A,29,0,0,0,0,516,0
10907,SKILL_EU_WARLOCK_BLOODP_DAMAGE_A_30,SKILL_EU_WARLOCK_BLOODP_DAMAGE_A_30,SKILL_EU_WARLOCK_BLOODP_DAMAGE_A,30,0,0,0,0,516,0
10917,SKILL_EU_WARLOCK_BLOODP_TRAPDAMAGE_A_10,SKILL_EU_WARLOCK_BLOODP_TRAPDAMAGE_A_10,SKILL_EU_WARLOCK_BLOODP_TRAPDAMAGE_A,10,0,0,0,0,516,0
10945,SKILL_EU_WARLOCK_BLOODA_POINT_A_28,SKILL_EU_WARLOCK_BLOODA_POINT_A_28,SKILL_EU_WARLOCK_BLOODA_POINT_A,28,1166,3000,1,2,516,2719
10946,SKILL_EU_WARLOCK_BLOODA_POINT_A_29,SKILL_EU_WARLOCK_BLOODA_POINT_A_29,SKILL_EU_WARLOCK_BLOODA_POINT_A,29,1166,3000,1,2,516,3045
10947,SKILL_EU_WARLOCK_BLOODA_POINT_A_30,SKILL_EU_WARLOCK_BLOODA_POINT_A_30,SKILL_EU_WARLOCK_BLOODA_POINT_A,30,1166,3000,1,2,516,3406
10964,SKILL_EU_WARLOCK_BLOODA_POINT_B_17,SKILL_EU_WARLOCK_BLOODA_POINT_B_17,SKILL_EU_WARLOCK_BLOODA_POINT_B,17,1166,7000,1,2,516,4317
10965,SKILL_EU_WARLOCK_BLOODA_POINT_B_18,SKILL_EU_WARLOCK_BLOODA_POINT_B_18,SKILL_EU_WARLOCK_BLOODA_POINT_B,18,1166,7000,1,2,516,4831
10973,SKILL_EU_WARLOCK_BLOODA_EXPLOSION_A_08,SKILL_EU_WARLOCK_BLOODA_EXPLOSION_A_08,SKILL_EU_WARLOCK_BLOODA_EXPLOSION_A,8,1166,5000,1,2,516,4021
10977,Death Trap,SKILL_EU_WARLOCK_BLOODA_EXPLOSION_B_04,SKILL_EU_WARLOCK_BLOODA_EXPLOSION_B,4,1166,15000,1,2,516,5361
10988,SKILL_EU_WARLOCK_SOULA_STUN_A_11,SKILL_EU_WARLOCK_SOULA_STUN_A_11,SKILL_EU_WARLOCK_SOULA_STUN_A,11,1166,10000,1,2,516,2836
10993,SKILL_EU_WARLOCK_SOULA_STUN_B_05,SKILL_EU_WARLOCK_SOULA_STUN_B_05,SKILL_EU_WARLOCK_SOULA_STUN_B,5,1166,20000,1,2,516,4254
11003,SKILL_EU_WARLOCK_CONFUSIONA_RANGE_A_10,SKILL_EU_WARLOCK_CONFUSIONA_RANGE_A_10,SKILL_EU_WARLOCK_CONFUSIONA_RANGE_A,10,500,5000,1,2,516,2680
11007,SKILL_EU_WARLOCK_CONFUSIONA_RANGE_B_04,SKILL_EU_WARLOCK_CONFUSIONA_RANGE_B_04,SKILL_EU_WARLOCK_CONFUSIONA_RANGE_B,4,1166,15000,1,2,516,4021
11043,SKILL_EU_WARLOCK_BLOODP_INCREASE_A_28,SKILL_EU_WARLOCK_BLOODP_INCREASE_A_28,SKILL_EU_WARLOCK_BLOODP_INCREASE_A,28,0,0,0,0,516,0
11044,SKILL_EU_WARLOCK_BLOODP_INCREASE_A_29,SKILL_EU_WARLOCK_BLOODP_INCREASE_A_29,SKILL_EU_WARLOCK_BLOODP_INCREASE_A,29,0,0,0,0,516,0
11045,SKILL_EU_WARLOCK_BLOODP_INCREASE_A_30,SKILL_EU_WARLOCK_BLOODP_INCREASE_A_30,SKILL_EU_WARLOCK_BLOODP_INCREASE_A,30,0,0,0,0,516,0
11073,SKILL_EU_WARLOCK_BLOODA_LIFEDRAIN_B_17,SKILL_EU_WARLOCK_BLOODA_LIFEDRAIN_B_17,SKILL_EU_WARLOCK_BLOODA_LIFEDRAIN_B,17,1166,20000,1,2,516,4021
11074,SKILL_EU_WARLOCK_BLOODA_LIFEDRAIN_B_18,SKILL_EU_WARLOCK_BLOODA_LIFEDRAIN_B_18,SKILL_EU_WARLOCK_BLOODA_LIFEDRAIN_B,18,1166,20000,1,2,516,4500
11098,SKILL_EU_WARLOCK_SOULA_CHAOS_B_12,SKILL_EU_WARLOCK_SOULA_CHAOS_B_12,SKILL_EU_WARLOCK_SOULA_CHAOS_B,12,500,20000,0,1,516,7504
11099,SKILL_EU_WARLOCK_SOULA_CHAOS_B_13,SKILL_EU_WARLOCK_SOULA_CHAOS_B_13,SKILL_EU_WARLOCK_SOULA_CHAOS_B,13,500,20000,0,1,516,8400
11109,SKILL_EU_WARLOCK_SOULA_STUNLINK_A_10,SKILL_EU_WARLOCK_SOULA_STUNLINK_A_10,SKILL_EU_WARLOCK_SOULA_STUNLINK_A,10,1166,2000,1,1,516,2680
11118,SKILL_EU_WARLOCK_SOULA_RETURN_B_05,SKILL_EU_WARLOCK_SOULA_RETURN_B_05,SKILL_EU_WARLOCK_SOULA_RETURN_B,5,1166,120000,0,1,516,4758
11129,SKILL_EU_WARLOCK_SOULA_MEZ_A_11,SKILL_EU_WARLOCK_SOULA_MEZ_A_11,SKILL_EU_WARLOCK_SOULA_MEZ_A,11,1166,10000,1,2,516,2836
11134,Deep Slumber,SKILL_EU_WARLOCK_SOULA_MEZ_B_05,SKILL_EU_WARLOCK_SOULA_MEZ_B,5,1166,20000,1,2,516,4254
11144,Wheel Bind,SKILL_EU_WARLOCK_CONFUSIONA_HEAL_A_10,SKILL_EU_WARLOCK_CONFUSIONA_HEAL_A,10,500,5000,1,2,516,2680
11148,SKILL_EU_WARLOCK_CONFUSIONA_HEAL_B_04,SKILL_EU_WARLOCK_CONFUSIONA_HEAL_B_04,SKILL_EU_WARLOCK_CONFUSIONA_HEAL_B,4,1166,10000,1,2,516,4021
