//ShopTab,ITEMType,Slot
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_RING_11_SET_B,7
STORE_BATTLE_ARENA_EU_TAB1,ITEM_EU_RING_11_SET_B_RARE,9
STORE_BATTLE_ARENA_EU_TAB2,ITEM_ETC_ARCHEMY_MAGICSTONE_LUCK_09,0
STORE_BATTLE_ARENA_EU_TAB2,ITEM_ETC_ARCHEMY_MAGICSTONE_LUCK_10,1
STORE_BATTLE_ARENA_EU_TAB2,ITEM_ETC_ARCHEMY_MAGICSTONE_LUCK_11,2
STORE_BATTLE_ARENA_EU_TAB2,ITEM_ETC_ARCHEMY_MAGICSTONE_SOLID_09,3
STORE_BATTLE_ARENA_EU_TAB2,ITEM_ETC_ARCHEMY_MAGICSTONE_SOLID_10,4
STORE_BATTLE_ARENA_EU_TAB2,ITEM_ETC_ARCHEMY_MAGICSTONE_SOLID_11,5
STORE_BATTLE_ARENA_EU_TAB2,ITEM_ETC_ARCHEMY_REINFORCE_RECIPE_ACCESSARY_B,6
STORE_BATTLE_ARENA_EU_TAB2,ITEM_ETC_ARCHEMY_REINFORCE_RECIPE_ARMOR_B,7
STORE_BATTLE_ARENA_EU_TAB2,ITEM_ETC_ARCHEMY_REINFORCE_RECIPE_SHIELD_B,8
STORE_BATTLE_ARENA_EU_TAB2,ITEM_ETC_ARCHEMY_REINFORCE_RECIPE_WEAPON_B,9
STORE_BJ_BATTLEAIDE_TAB1,ITEM_COS_GUARD_CH_BOW_01,3
STORE_BJ_BATTLEAIDE_TAB1,ITEM_COS_GUARD_CH_BOW_02,2
STORE_BJ_BATTLEAIDE_TAB1,ITEM_COS_GUARD_CH_SPEAR_01,1
STORE_BJ_BATTLEAIDE_TAB1,ITEM_COS_GUARD_CH_SPEAR_02,0
STORE_CA_ACCESSORY_TAB1,ITEM_EU_EARRING_03_A,3
STORE_CA_ACCESSORY_TAB1,ITEM_EU_EARRING_04_A,4
STORE_CA_ACCESSORY_TAB1,ITEM_EU_EARRING_05_A,5
STORE_CA_ACCESSORY_TAB1,ITEM_EU_NECKLACE_03_A,6
STORE_CA_ACCESSORY_TAB1,ITEM_EU_NECKLACE_04_A,7
STORE_CA_ACCESSORY_TAB1,ITEM_EU_NECKLACE_05_A,8
STORE_CA_ACCESSORY_TAB1,ITEM_EU_RING_03_A,0
STORE_CA_ACCESSORY_TAB1,ITEM_EU_RING_04_A,1
STORE_CA_ACCESSORY_TAB1,ITEM_EU_RING_05_A,2
STORE_CA_ACCESSORY_TAB2,ITEM_ETC_SCROLL_RETURN_01,0
STORE_CA_ACCESSORY_TAB2,ITEM_ETC_SCROLL_RETURN_02,1
STORE_CA_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_POTION_SPEED_05,8
STORE_CA_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_POTION_SPEED_11,9
STORE_CA_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_03,0
STORE_CA_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_04,1
STORE_CA_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_05,2
STORE_CA_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_06,3
STORE_CA_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_07,4
STORE_CA_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_08,5
STORE_CA_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_09,6
STORE_CA_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_10,7
STORE_CA_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_RONDO_01,10
STORE_CA_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_RONDO_02,11
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_03_AA_A,12
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_03_BA_A,6
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_03_CA_A,0
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_03_FA_A,15
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_03_LA_A,9
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_03_SA_A,3
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_04_AA_A,13
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_04_BA_A,7
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_04_CA_A,1
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_04_FA_A,16
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_04_LA_A,10
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_04_SA_A,4
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_05_AA_A,14
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_05_BA_A,8
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_05_CA_A,2
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_05_FA_A,17
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_05_LA_A,11
STORE_CA_ARMOR_TAB1,ITEM_EU_M_HEAVY_05_SA_A,5
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_03_AA_A,12
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_03_BA_A,6
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_03_CA_A,0
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_03_FA_A,15
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_03_LA_A,9
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_03_SA_A,3
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_04_AA_A,13
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_04_BA_A,7
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_04_CA_A,1
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_04_FA_A,16
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_04_LA_A,10
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_04_SA_A,4
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_05_AA_A,14
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_05_BA_A,8
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_05_CA_A,2
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_05_FA_A,17
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_05_LA_A,11
STORE_CA_ARMOR_TAB2,ITEM_EU_M_LIGHT_05_SA_A,5
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_03_AA_A,12
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_03_BA_A,6
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_03_CA_A,0
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_03_FA_A,15
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_03_LA_A,9
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_03_SA_A,3
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_04_AA_A,13
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_04_BA_A,7
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_04_CA_A,1
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_04_FA_A,16
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_04_LA_A,10
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_04_SA_A,4
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_05_AA_A,14
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_05_BA_A,8
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_05_CA_A,2
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_05_FA_A,17
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_05_LA_A,11
STORE_CA_ARMOR_TAB3,ITEM_EU_M_CLOTHES_05_SA_A,5
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_03_AA_A,12
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_03_BA_A,6
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_03_CA_A,0
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_03_FA_A,15
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_03_LA_A,9
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_03_SA_A,3
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_04_AA_A,13
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_04_BA_A,7
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_04_CA_A,1
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_04_FA_A,16
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_04_LA_A,10
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_04_SA_A,4
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_05_AA_A,14
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_05_BA_A,8
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_05_CA_A,2
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_05_FA_A,17
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_05_LA_A,11
STORE_CA_ARMOR_TAB4,ITEM_EU_W_HEAVY_05_SA_A,5
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_03_AA_A,12
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_03_BA_A,6
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_03_CA_A,0
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_03_FA_A,15
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_03_LA_A,9
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_03_SA_A,3
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_04_AA_A,13
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_04_BA_A,7
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_04_CA_A,1
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_04_FA_A,16
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_04_LA_A,10
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_04_SA_A,4
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_05_AA_A,14
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_05_BA_A,8
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_05_CA_A,2
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_05_FA_A,17
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_05_LA_A,11
STORE_CA_ARMOR_TAB5,ITEM_EU_W_LIGHT_05_SA_A,5
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_03_AA_A,12
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_03_BA_A,6
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_03_CA_A,0
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_03_FA_A,15
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_03_LA_A,9
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_03_SA_A,3
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_04_AA_A,13
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_04_BA_A,7
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_04_CA_A,1
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_04_FA_A,16
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_04_LA_A,10
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_04_SA_A,4
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_05_AA_A,14
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_05_BA_A,8
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_05_CA_A,2
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_05_FA_A,17
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_05_LA_A,11
STORE_CA_ARMOR_TAB6,ITEM_EU_W_CLOTHES_05_SA_A,5
STORE_CA_GUILD_TAB1,ITEM_ETC_GUILD_CREST_DELETE,1
STORE_CA_GUILD_TAB1,ITEM_ETC_GUILD_CREST_USER,0
STORE_CA_GUILD_TAB1,ITEM_ETC_UNION_CREST_DELETE,3
STORE_CA_GUILD_TAB1,ITEM_ETC_UNION_CREST_USER,2
STORE_CA_GUILD_TAB2,ITEM_ETC_GUILD_EU_SOLDIER1_SCROLL,0
STORE_CA_GUILD_TAB2,ITEM_ETC_GUILD_EU_SOLDIER2_SCROLL,1
STORE_CA_GUILD_TAB2,ITEM_ETC_GUILD_EU_SOLDIER3_SCROLL,2
STORE_CA_GUILD_TAB2,ITEM_ETC_GUILD_EU_SOLDIER4_SCROLL,3
STORE_CA_GUILD_TAB2,ITEM_ETC_GUILD_EU_SOLDIER5_SCROLL,4
STORE_CA_GUILD_TAB2,ITEM_ETC_GUILD_EU_SOLDIER6_SCROLL,5
STORE_CA_GUILD_TAB2,ITEM_ETC_GUILD_EU_SOLDIER7_SCROLL,6
STORE_CA_GUILD_TAB2,ITEM_ETC_GUILD_EU_SOLDIER8_SCROLL,7
STORE_CA_GUILD_TAB2,ITEM_ETC_GUILD_EU_SOLDIER9_SCROLL,8
STORE_CA_GUILD_TAB3,ITEM_ETC_GUILD_RECALL,0
STORE_CA_HONOR_TAB1,ITEM_CH_BLADE_08_A_RARE_HONOR,0
STORE_CA_HONOR_TAB1,ITEM_CH_BLADE_08_B_RARE_HONOR,1
STORE_CA_HONOR_TAB1,ITEM_CH_BLADE_08_C_RARE_HONOR,2
STORE_CA_HONOR_TAB1,ITEM_CH_BOW_08_A_RARE_HONOR,3
STORE_CA_HONOR_TAB1,ITEM_CH_BOW_08_B_RARE_HONOR,4
STORE_CA_HONOR_TAB1,ITEM_CH_BOW_08_C_RARE_HONOR,5
STORE_CA_HONOR_TAB1,ITEM_CH_SPEAR_08_A_RARE_HONOR,6
STORE_CA_HONOR_TAB1,ITEM_CH_SPEAR_08_B_RARE_HONOR,7
STORE_CA_HONOR_TAB1,ITEM_CH_SPEAR_08_C_RARE_HONOR,8
STORE_CA_HONOR_TAB1,ITEM_CH_SWORD_08_A_RARE_HONOR,9
STORE_CA_HONOR_TAB1,ITEM_CH_SWORD_08_B_RARE_HONOR,10
STORE_CA_HONOR_TAB1,ITEM_CH_SWORD_08_C_RARE_HONOR,11
STORE_CA_HONOR_TAB1,ITEM_CH_TBLADE_08_A_RARE_HONOR,12
STORE_CA_HONOR_TAB1,ITEM_CH_TBLADE_08_B_RARE_HONOR,13
STORE_CA_HONOR_TAB1,ITEM_CH_TBLADE_08_C_RARE_HONOR,14
STORE_CA_HONOR_TAB2,ITEM_ETC_ARCHEMY_MAGICSTONE_REPAIR_08,0
STORE_CA_HUNTER_TAB1,ITEM_EU_M_TRADE_HUNTER_01,1
STORE_CA_HUNTER_TAB1,ITEM_EU_M_TRADE_HUNTER_02,0
STORE_CA_HUNTER_TAB2,ITEM_EU_F_TRADE_HUNTER_01,1
STORE_CA_HUNTER_TAB2,ITEM_EU_F_TRADE_HUNTER_02,0
STORE_CA_POTION_TAB1,ITEM_ETC_CURE_ALL_01,8
STORE_CA_POTION_TAB1,ITEM_ETC_CURE_ALL_02,9
STORE_CA_POTION_TAB1,ITEM_ETC_CURE_ALL_03,10
STORE_CA_POTION_TAB1,ITEM_ETC_CURE_ALL_04,11
STORE_CA_POTION_TAB1,ITEM_ETC_CURE_ALL_05,12
STORE_CA_POTION_TAB1,ITEM_ETC_CURE_RANDOM_01,13
STORE_CA_POTION_TAB1,ITEM_ETC_CURE_RANDOM_02,14
STORE_CA_POTION_TAB1,ITEM_ETC_CURE_RANDOM_03,15
STORE_CA_POTION_TAB1,ITEM_ETC_CURE_RANDOM_04,16
STORE_CA_POTION_TAB1,ITEM_ETC_DETECT_01,17
STORE_CA_POTION_TAB1,ITEM_ETC_DETECT_02,18
STORE_CA_POTION_TAB1,ITEM_ETC_DETECT_03,19
STORE_CA_POTION_TAB1,ITEM_ETC_DETECT_04,20
STORE_CA_POTION_TAB1,ITEM_ETC_HP_POTION_02,0
STORE_CA_POTION_TAB1,ITEM_ETC_HP_POTION_03,1
STORE_CA_POTION_TAB1,ITEM_ETC_HP_POTION_04,2
STORE_CA_POTION_TAB1,ITEM_ETC_HP_POTION_05,3
STORE_CA_POTION_TAB1,ITEM_ETC_MP_POTION_02,4
STORE_CA_POTION_TAB1,ITEM_ETC_MP_POTION_03,5
STORE_CA_POTION_TAB1,ITEM_ETC_MP_POTION_04,6
STORE_CA_POTION_TAB1,ITEM_ETC_MP_POTION_05,7
STORE_CA_POTION_TAB1,ITEM_ETC_SECOND_HWAN_SCROLL_01,21
STORE_CA_POTION_TAB1,ITEM_ETC_SECOND_HWAN_SCROLL_02,22
STORE_CA_POTION_TAB1,ITEM_ETC_SECOND_HWAN_SCROLL_03,23
STORE_CA_POTION_TAB1,ITEM_ETC_SECOND_HWAN_SCROLL_04,24
STORE_CA_SMITH_TAB1,ITEM_EU_AXE_03_A,9
STORE_CA_SMITH_TAB1,ITEM_EU_AXE_04_A,10
STORE_CA_SMITH_TAB1,ITEM_EU_AXE_05_A,11
STORE_CA_SMITH_TAB1,ITEM_EU_CROSSBOW_03_A,12
STORE_CA_SMITH_TAB1,ITEM_EU_CROSSBOW_04_A,13
STORE_CA_SMITH_TAB1,ITEM_EU_CROSSBOW_05_A,14
STORE_CA_SMITH_TAB1,ITEM_EU_DAGGER_03_A,0
STORE_CA_SMITH_TAB1,ITEM_EU_DAGGER_04_A,1
STORE_CA_SMITH_TAB1,ITEM_EU_DAGGER_05_A,2
STORE_CA_SMITH_TAB1,ITEM_EU_DARKSTAFF_03_A,15
STORE_CA_SMITH_TAB1,ITEM_EU_DARKSTAFF_04_A,16
STORE_CA_SMITH_TAB1,ITEM_EU_DARKSTAFF_05_A,17
STORE_CA_SMITH_TAB1,ITEM_EU_HARP_03_A,21
STORE_CA_SMITH_TAB1,ITEM_EU_HARP_04_A,22
STORE_CA_SMITH_TAB1,ITEM_EU_HARP_05_A,23
STORE_CA_SMITH_TAB1,ITEM_EU_STAFF_03_A,24
STORE_CA_SMITH_TAB1,ITEM_EU_STAFF_04_A,25
STORE_CA_SMITH_TAB1,ITEM_EU_STAFF_05_A,26
STORE_CA_SMITH_TAB1,ITEM_EU_SWORD_03_A,3
STORE_CA_SMITH_TAB1,ITEM_EU_SWORD_04_A,4
STORE_CA_SMITH_TAB1,ITEM_EU_SWORD_05_A,5
STORE_CA_SMITH_TAB1,ITEM_EU_TSTAFF_03_A,18
STORE_CA_SMITH_TAB1,ITEM_EU_TSTAFF_04_A,19
STORE_CA_SMITH_TAB1,ITEM_EU_TSTAFF_05_A,20
STORE_CA_SMITH_TAB1,ITEM_EU_TSWORD_03_A,6
STORE_CA_SMITH_TAB1,ITEM_EU_TSWORD_04_A,7
STORE_CA_SMITH_TAB1,ITEM_EU_TSWORD_05_A,8
STORE_CA_SMITH_TAB2,ITEM_EU_SHIELD_03_A,0
STORE_CA_SMITH_TAB2,ITEM_EU_SHIELD_04_A,1
STORE_CA_SMITH_TAB2,ITEM_EU_SHIELD_05_A,2
STORE_CA_SMITH_TAB3,ITEM_ETC_AMMO_BOLT_01,0
STORE_CA_SPECIAL_TAB1,ITEM_ETC_TRADE_CA_01,0
STORE_CA_SPECIAL_TAB1,ITEM_ETC_TRADE_CA_02,1
STORE_CA_SPECIAL_TAB1,ITEM_ETC_TRADE_CA_03,2
STORE_CA_SPECIAL_TAB1,ITEM_ETC_TRADE_CA_04,3
STORE_CA_STABLE_TAB1,ITEM_COS_C_DHORSE1,3
STORE_CA_STABLE_TAB1,ITEM_COS_C_HORSE1,0
STORE_CA_STABLE_TAB1,ITEM_COS_C_HORSE2,1
STORE_CA_STABLE_TAB1,ITEM_COS_C_HORSE3,2
STORE_CA_STABLE_TAB2,ITEM_COS_T_CAMEL1,3
STORE_CA_STABLE_TAB2,ITEM_COS_T_CAMEL2,4
STORE_CA_STABLE_TAB2,ITEM_COS_T_CAMEL3,5
STORE_CA_STABLE_TAB2,ITEM_COS_T_COW1,7
STORE_CA_STABLE_TAB2,ITEM_COS_T_DHORSE1,6
STORE_CA_STABLE_TAB2,ITEM_COS_T_HORSE1,0
STORE_CA_STABLE_TAB2,ITEM_COS_T_HORSE2,1
STORE_CA_STABLE_TAB2,ITEM_COS_T_HORSE3,2
STORE_CA_STABLE_TAB4,ITEM_COS_P_CURE_ALL_01,4
STORE_CA_STABLE_TAB4,ITEM_COS_P_CURE_ALL_02,5
STORE_CA_STABLE_TAB4,ITEM_COS_P_HGP_POTION_01,3
STORE_CA_STABLE_TAB4,ITEM_COS_P_REVIVAL,2
STORE_CA_STABLE_TAB4,ITEM_ETC_COS_HP_POTION_01,0
STORE_CA_STABLE_TAB4,ITEM_ETC_COS_HP_POTION_02,1
STORE_CA_STABLE_TAB4,ITEM_ETC_COS_HP_POTION_03,6
STORE_CA_TRADER_TAB1,ITEM_EU_M_TRADE_TRADER_01,0
STORE_CA_TRADER_TAB1,ITEM_EU_M_TRADE_TRADER_02,1
STORE_CA_TRADER_TAB2,ITEM_EU_F_TRADE_TRADER_01,0
STORE_CA_TRADER_TAB2,ITEM_EU_F_TRADE_TRADER_02,1
STORE_CH_ACCESSORY_TAB1,ITEM_CH_EARRING_01_A,3
STORE_CH_ACCESSORY_TAB1,ITEM_CH_EARRING_02_A,4
STORE_CH_ACCESSORY_TAB1,ITEM_CH_EARRING_03_A,5
STORE_CH_ACCESSORY_TAB1,ITEM_CH_NECKLACE_01_A,6
STORE_CH_ACCESSORY_TAB1,ITEM_CH_NECKLACE_02_A,7
STORE_CH_ACCESSORY_TAB1,ITEM_CH_NECKLACE_03_A,8
STORE_CH_ACCESSORY_TAB1,ITEM_CH_RING_01_A,0
STORE_CH_ACCESSORY_TAB1,ITEM_CH_RING_02_A,1
STORE_CH_ACCESSORY_TAB1,ITEM_CH_RING_03_A,2
STORE_CH_ACCESSORY_TAB2,ITEM_ETC_SCROLL_RETURN_01,0
STORE_CH_ACCESSORY_TAB2,ITEM_ETC_SCROLL_RETURN_02,1
STORE_CH_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_ETC_02,0
STORE_CH_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_POTION_SPEED_05,11
STORE_CH_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_POTION_SPEED_11,12
STORE_CH_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_01,1
STORE_CH_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_02,2
STORE_CH_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_03,3
STORE_CH_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_04,4
STORE_CH_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_05,5
STORE_CH_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_06,6
STORE_CH_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_07,7
STORE_CH_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_08,8
STORE_CH_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_09,9
STORE_CH_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_10,10
STORE_CH_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_RONDO_01,13
STORE_CH_ACCESSORY_TAB3,ITEM_ETC_ARCHEMY_RONDO_02,14
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_01_AA_A,12
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_01_BA_A,6
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_01_CA_A,0
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_01_FA_A,15
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_01_LA_A,9
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_01_SA_A,3
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_02_AA_A,13
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_02_BA_A,7
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_02_CA_A,1
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_02_FA_A,16
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_02_LA_A,10
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_02_SA_A,4
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_03_AA_A,14
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_03_BA_A,8
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_03_CA_A,2
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_03_FA_A,17
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_03_LA_A,11
STORE_CH_ARMOR_TAB1,ITEM_CH_M_HEAVY_03_SA_A,5
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_01_AA_A,12
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_01_BA_A,6
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_01_CA_A,0
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_01_FA_A,15
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_01_LA_A,9
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_01_SA_A,3
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_02_AA_A,13
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_02_BA_A,7
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_02_CA_A,1
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_02_FA_A,16
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_02_LA_A,10
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_02_SA_A,4
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_03_AA_A,14
STORE_CH_ARMOR_TAB2,ITEM_CH_M_LIGHT_03_BA_A,8
